Contig	T0-R-Dry-soil-A Mean	T0-R-Dry-soil-B Mean	T0-R-Dry-soil-C Mean	T1-R-H218O-A Mean	T1-R-H218O-B Mean	T1-R-H218O-C Mean	T1-R-H218O-P-A Mean	T1-R-H218O-P-B Mean	T1-R-H218O-P-C Mean	T1-R-H2O-A Mean	T1-R-H2O-B Mean	T1-R-H2O-C Mean	T1-R-H2O-P-A Mean	T1-R-H2O-P-B Mean	T1-R-H2O-P-C Mean	T2-R-H218O-A Mean	T2-R-H218O-B Mean	T2-R-H218O-C Mean	T2-R-H218O-P-A Mean	T2-R-H218O-P-B Mean	T2-R-H218O-P-C Mean	T2-R-H2O-A Mean	T2-R-H2O-B Mean	T2-R-H2O-C Mean	T2-R-H2O-P-A Mean	T2-R-H2O-P-B Mean	T2-R-H2O-P-C Mean	T3-R-H218O-A Mean	T3-R-H218O-B Mean	T3-R-H218O-C Mean	T3-R-H218O-P-A Mean	T3-R-H218O-P-B Mean	T3-R-H218O-P-C Mean	T3-R-H2O-A Mean	T3-R-H2O-B Mean	T3-R-H2O-C Mean	T3-R-H2O-P-A Mean	T3-R-H2O-P-B Mean	T3-R-H2O-P-C Mean
NODE_549_length_38285_cov_9.494134__full	0	0	0	0.0076045627	0	0	0	0	0	0	0	0	0	0	0	0	0.015209125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_554_length_38129_cov_8.130555__full	0	0	0	0	0.007635799	0.007635799	0.007635799	0.007635799	0.007635799	0.007635799	0.015271598	0.007635799	0	0.0071618524	0	0	0	0	0.015271598	0.006793228	0	0.007635799	0.007635799	0.007635799	0.007635799	0.015271598	0.007635799	0.007635799	0	0	0	0	0	0	0	0	0.007635799	0.007635799	0
NODE_555_length_38014_cov_13.919583__full	0	0	0	0.07040989	0.02297697	0.00765899	0.04083034	0.025987746	0	0.03660469	0.04933446	0.055752166	0.09629199	0.107569195	0.01785337	0.030002113	0	0.01531798	0.067504756	0.04595394	0.01531798	0.10199662	0.07688042	0.04595394	0.06671245	0.03829495	0.08081555	0.00765899	0.012360025	0.00765899	0.02804775	0.00765899	0.035336997	0.02213184	0.021075428	0.087972745	0.08826326	0.010828228	0.007342066
NODE_560_length_37607_cov_32.487229__full	0	0.015484422	0	0.023226634	0.023226634	0.02875297	0	0	0.007742211	0.007742211	0.015484422	0.023226634	0	0.015484422	0	0	0.029847559	0.015484422	0	0	0	0	0.023226634	0.03550738	0.030968845	0	0.014790293	0	0.015484422	0.0029367008	0.021624796	0	0	0.007742211	0.015377633	0.007154871	0.0038711056	0.0063539525	0.016819285
NODE_577_length_36586_cov_10.990435__full	0	0	0	0.007959161	0	0	0.023877485	0.007959161	0	0	0	0	0	0	0	0	0	0	0.007959161	0	0	0	0.007959161	0.007849379	0	0	0	0	0.007959161	0	0	0	0.015918322	0	0	0.015918322	0	0.007959161	0
NODE_579_length_36542_cov_7.462448__full	0	0	0	0	0.013409541	0	0.007968784	0.007309299	0.007968784	0.015937569	0.023906354	0.013409541	0.061551988	0.055341832	0.015937569	0.023906354	0.014069026	0.007968784	0	0.038744777	0.0064849416	0.019839525	0.023906354	0	0.015937569	0.007968784	0.007968784	0	0.0072543416	0	0.015855134	0.023906354	0.05792482	0.015278083	0	0.01972961	0.015937569	0.023906354	0
NODE_583_length_36308_cov_10.086581__full	0	0	0	0	0	0	0	0	0	0	0.01604071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071906634	0	0	0
NODE_590_length_36118_cov_12.623810__full	0.016125444	0.10954182	0.008062722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072842524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_595_length_35789_cov_9.315410__full	0	0	0	0.09209012	0.040012345	0.0223912	0.016274307	0.037094194	0	0.07155083	0.008137153	0.008137153	0.037038077	0.073571086	0.040349055	0.01913634	0.0269929	0.01750891	0.024411459	0.0057801846	0.011840961	0	0.008137153	0.012205729	0.03103342	0	0.011335896	0.022166727	0.017396672	0	0	0	0.011279778	0.0619546	0	0.008137153	0.007856562	0.008137153	0
NODE_605_length_35272_cov_10.021465__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024770798	0	0	0	0	0	0	0	0.020642333	0	0	0	0	0
NODE_606_length_35261_cov_25.309908__full	0	0	0	0.00825952	0	0	0	0	0	0.00825952	0.00825952	0.00825952	0.00825952	0	0	0.00825952	0.007462049	0	0	0	0.00825952	0	0.007519011	0.00412976	0	0	0	0	0	0	0	0	0	0.01651904	0	0.007803822	0.00825952	0.00825952	0
NODE_607_length_35068_cov_11.481569__full	0	0	0	0	0.024915516	0	0	0	0.008305172	0	0	0	0	0	0.03299158	0.02193711	0	0	0	0.016610345	0.17349218	0	0	0.008305172	0	0	0	0	0.008305172	0	0	0	0.014777479	0	0.06529584	0	0	0	0
NODE_610_length_35045_cov_8.401791__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_615_length_34907_cov_11.819898__full	0.008343643	0	0.008343643	0	0	0	0	0	0	0	0	0	0	0.008343643	0	0	0	0	0.007077711	0	0	0	0	0	0.008228558	0.008343643	0	0.008343643	0.0041718213	0	0	0	0	0	0	0	0	0	0
NODE_620_length_34673_cov_8.174437__full	0	0	0.008400197	0	0.007067752	0	0	0	0	0	0	0	0	0	0	0.021000493	0.016800394	0	0	0	0	0	0.0057932395	0	0	0	0	0	0	0	0	0	0	0	0	0.0053297803	0	0	0
NODE_622_length_34500_cov_14.717770__full	0	0	0	0	0	0	0.0042212517	0	0	0	0.025327511	0	0.008442503	0.016885007	0.012663756	0	0.016885007	0	0	0	0	0	0	0	0	0.008442503	0.031091703	0	0	0	0.030043669	0	0	0	0	0	0	0	0
NODE_627_length_34187_cov_29.452065__full	0	0	0	0	0	0	0.008343861	0	0	0	0	0	0	0	0.024679026	0	0.005758439	0	0	0	0	0	0.00852014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_633_length_33877_cov_15.366836__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008598452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008598452	0	0	0	0
NODE_644_length_33250_cov_20.782390__full	0	0	0	0	0	0	0	0.008277945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_646_length_33092_cov_13.665717__full	0	0	0	0.008803352	0	0	0	0.007224819	0	0.008803352	0	0	0	0.004401676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025681501	0	0.008803352	0	0	0	0	0	0	0	0
NODE_648_length_32985_cov_9.094478__full	0	0.017664079	0	0.019978682	0.007857469	0.028201614	0.11402467	0	0	0.008740673	0	0	0	0.05238313	0	0	0	0	0.008832039	0.016445866	0.008832039	0.07156997	0	0	0	0	0.017664079	0	0	0	0	0.0935587	0	0	0	0	0	0.0137048885	0
NODE_649_length_32926_cov_9.307460__full	0.00707835	0.0060410057	0	0.03539175	0	0.04423969	0.097327314	0.008847938	0.008847938	0.06840371	0.07322431	0.085672446	0.08127899	0.14214669	0.11331462	0.050158653	0.008542837	0.061935563	0.033866245	0.022119844	0.061935563	0.03539175	0.03990725	0.058457408	0.03774103	0.053087626	0.0749939	0.008542837	0.05156212	0.017695876	0.037832562	0.0072003906	0.03288992	0.022119844	0.11239932	0.034537468	0.03502563	0.008847938	0
NODE_655_length_32570_cov_14.738474__full	0.006847625	0	0	0	0	0	0	0	0.008945095	0	0.026835287	0.008945095	0	0	0.008945095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088834055	0	0	0	0	0	0.0044725477	0	0	0	0
NODE_657_length_32471_cov_8.335104__full	0	0	0	0	0	0.019182574	0.008910615	0.006311686	0.008972495	0	0.01794499	0.008972495	0.0044862474	0.01794499	0	0.01794499	0.008972495	0.034714274	0	0	0	0	0.03335293	0.017449955	0	0.008972495	0	0	0	0.008972495	0.008415582	0.0059404103	0.05043161	0	0.008694038	0.0044862474	0.008972495	0.008972495	0
NODE_661_length_32384_cov_12.445501__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008996711	0	0	0.008996711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_668_length_32236_cov_11.027165__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_669_length_32210_cov_13.980785__full	0.012476606	0	0	0	0.009045539	0	0	0	0	0.016781036	0.023393637	0.009045539	0.0082345605	0.029912664	0.018091079	0.0061759204	0.009045539	0.007361198	0	0	0	0	0.01110418	0	0	0	0	0	0	0	0.012538989	0.009045539	0.0074235806	0	0	0	0	0	0
NODE_672_length_31957_cov_6.612750__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_675_length_31889_cov_7.153256__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014430196	0.009137024	0	0	0	0	0	0	0	0	0	0.0081288	0	0	0	0	0	0	0	0
NODE_683_length_31687_cov_8.194409__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027586645	0.007927197	0.018391097	0	0	0	0	0	0.0091955485	0	0.0091955485	0	0	0	0	0	0	0	0	0	0.015347052	0	0	0	0.013698196	0
NODE_696_length_31318_cov_16.585124__full	0	0	0	0	0	0.0093044145	0	0	0	0	0	0	0.0093044145	0	0	0.013956622	0	0.0093044145	0	0	0	0	0.0093044145	0	0	0	0	0	0	0	0	0	0	0	0	0.0093044145	0	0	0
NODE_697_length_31305_cov_14.372140__full	0	0	0	0.009308297	0	0.03723319	0.027924892	0.009308297	0	0	0.009212005	0	0	0.018616594	0	0	0	0	0	0	0.006997272	0	0	0	0	0	0	0	0	0	0.009308297	0.0066121006	0	0	0	0	0	0.009308297	0
NODE_700_length_31158_cov_7.788596__full	0.009352425	0.009352425	0.0065789474	0	0	0	0	0	0.009352425	0.009352425	0	0	0.008642931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_701_length_31141_cov_7.227917__full	0	0	0	0.008970346	0.009357556	0.009357556	0.026201155	0.009357556	0.008905811	0.006518021	0	0.009357556	0.018715112	0.03355813	0.0154883675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007937788	0	0
NODE_709_length_30985_cov_14.520786__full	0	0	0	0.0047024484	0	0	0	0	0	0	0.007977948	0	0	0.009404897	0	0	0	0	0	0	0	0	0	0	0	0.009404897	0	0	0	0	0.008821145	0	0	0	0	0	0	0	0
NODE_714_length_30770_cov_9.052851__full	0	0	0	0	0	0	0	0.004735467	0	0.026583932	0	0	0.01848465	0.03683867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009470934	0	0	0	0
NODE_722_length_30507_cov_7.377039__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_724_length_30462_cov_16.191187__full	0	0	0	0	0.009567169	0	0	0	0	0	0	0	0.009567169	0.017154923	0	0	0	0	0	0.052256532	0	0.028701505	0.009567169	0.0047835843	0	0	0	0	0	0.028701505	0.01402085	0	0	0.04783584	0	0	0.006730008	0	0
NODE_725_length_30407_cov_11.496833__full	0	0	0	0.18960902	0.037743334	0.031662095	0.12714413	0.087583035	0.18448624	0.05050071	0.20484516	0.017516607	0.15679017	0.24480286	0.14763525	0.023135142	0.028753677	0.0047922796	0.06775292	0.053144727	0.27947253	0.047922794	0.043494068	0.052483723	0.19542585	0.09584559	0.11091648	0.06137423	0.060713224	0.06213438	0.089533	0.050798163	0.12502892	0.028753677	0	0	0.179727	0.11270119	0.07254519
NODE_726_length_30390_cov_14.056717__full	0	0	0	0.0072751325	0	0.009589947	0	0.005886243	0	0.015806878	0.027314816	0.019179894	0.019179894	0.038161375	0.046362434	0	0	0.009589947	0	0.008333334	0.006547619	0	0.015674604	0.019179894	0.009589947	0	0.019179894	0	0	0	0	0	0.00952381	0	0.009589947	0.009589947	0.005489418	0	0
NODE_729_length_30293_cov_9.794628__full	0	0	0.019241614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_735_length_30069_cov_12.330664__full	0	0	0	0	0	0	0.029078512	0.025468765	0.029078512	0.014138173	0.0096928375	0.019385675	0	0.044052273	0.019385675	0.016845483	0.0096928375	0.029078512	0	0	0.0062167854	0.017714497	0.019385675	0.019385675	0	0.009091213	0.019385675	0.0096928375	0.02794211	0	0	0	0	0.0096928375	0.019385675	0.0087569775	0.023530198	0	0
NODE_746_length_29575_cov_18.618367__full	0	0	0	0	0	0	0.009855565	0.009855565	0.009855565	0.0076125744	0	0	0.03942226	0.037587088	0	0.009855565	0	0.01971113	0	0	0.0049277823	0.009855565	0	0.009855565	0.043160576	0.008632115	0.029566696	0.009787596	0	0	0.009855565	0	0.0055055227	0.018283773	0	0	0.024740867	0.016380629	0
NODE_753_length_29427_cov_8.699332__full	0	0	0.008334187	0.014209107	0	0.0049526934	0	0.009905387	0.019810773	0.009700447	0	0.009905387	0.019810773	0	0	0	0	0.006967927	0	0	0	0.014789767	0.01485808	0.009905387	0	0.018581139	0	0.008539126	0.009905387	0.009905387	0.009563821	0	0	0.0183762	0	0	0	0	0
NODE_761_length_29132_cov_8.671753__full	0.017942172	0.010006211	0	0.010006211	0	0	0	0	0	0.012214478	0.026982265	0.010006211	0.010006211	0.0077979434	0.040024843	0.028155407	0.009730177	0	0	0.0064177765	0.048236836	0.010006211	0.07722034	0.020012422	0.03181285	0.029052515	0.010006211	0.027672349	0.010006211	0	0.020012422	0.027327307	0.048374854	0.020012422	0.055551723	0	0.045442	0.064936854	0.017804155
NODE_763_length_29116_cov_9.758245__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010011738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_766_length_29070_cov_10.353112__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010027663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_768_length_29037_cov_9.998065__full	0	0	0	0.0077543533	0.010039118	0	0	0	0	0	0	0.010039118	0	0	0	0.040156472	0	0.010039118	0	0	0	0	0.010039118	0.009969883	0	0	0	0.020078236	0	0	0	0	0	0	0.010039118	0.010039118	0	0	0
NODE_784_length_28498_cov_7.969858__full	0	0	0	0	0	0	0.010229998	0	0	0	0	0.010229998	0	0	0	0.0067729647	0	0	0	0	0	0	0	0	0	0	0	0.010229998	0	0	0	0	0	0	0	0.010229998	0	0	0
NODE_789_length_28354_cov_17.573598__full	0	0	0	0	0	0	0	0	0	0	0	0	0.008651255	0.020138988	0	0	0	0	0.0064529856	0	0	0	0	0	0	0	0	0.01914622	0	0	0	0	0	0	0	0	0	0	0
NODE_794_length_28147_cov_8.703152__full	0	0	0	0.010358253	0	0.020716505	0	0	0	0	0.010072508	0	0	0	0	0	0	0	0	0	0	0	0	0.019787835	0	0	0	0	0.010358253	0	0	0.008429474	0	0	0.031074759	0	0	0	0
NODE_798_length_27903_cov_9.771436__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010449321	0	0	0	0.0181602	0	0	0	0	0.020898642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_812_length_27340_cov_8.096399__full	0	0	0	0	0	0	0.010665686	0	0	0	0	0	0.021331372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_816_length_27261_cov_23.978868__full	0	0	0.02139353	0.029287005	0.03799196	0.10777913	0	0.09272989	0.07129947	0.02139353	0.08535281	0.05495924	0.04278706	0.09700859	0.099959426	0.010696765	0.02036074	0	0.010696765	0.052524805	0	0.07978311	0.0416805	0.0745085	0.016967284	0.048135445	0	0	0.058869094	0	0.020139426	0	0.009516433	0.010696765	0	0.02139353	0.02139353	0.039282948	0.010327911
NODE_817_length_27201_cov_8.833629__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_825_length_27074_cov_14.297016__full	0	0	0	0	0.03966721	0	0.039815776	0	0	0.06462636	0.053855296	0.086168475	0.031496063	0.03769871	0.06462636	0.01946219	0.029193284	0	0.021542119	0	0.029416135	0.020353587	0.08379141	0	0.03231318	0.010771059	0.010771059	0.018942207	0.053855296	0.009062546	0	0	0.06187788	0.021542119	0.03231318	0.061060764	0.0072797504	0.032016046	0
NODE_829_length_26960_cov_7.800380__full	0	0	0	0	0	0	0	0	0	0.021633718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010816859	0	0	0	0	0
NODE_838_length_26742_cov_34.855947__full	0.010905536	0	0.032716606	0.16711792	0.09634477	0.22792569	0.15335439	0.009100481	0.052948255	0.14824007	0.06001805	0.10627256	0.0589651	0.093185924	0.1867479	0.06780235	0.13101685	0.076037906	0.08416065	0.13801143	0.09961642	0.1590704	0.2123195	0.09356198	0.13962846	0.05370036	0.21498947	0.09228339	0.18163358	0.054527678	0.0738568	0.11198857	0.18592058	0.21969013	0.21544074	0.34619436	0.104166664	0.14297533	0
NODE_843_length_26681_cov_15.261907__full	0.019750481	0.02186122	0.0072368174	0.056349177	0.065583654	0.065583654	0.032791827	0.061663713	0.05812069	0.1604915	0.02811805	0.05861068	0.05239154	0.092759416	0.05465305	0.039500963	0.031585693	0	0.01824281	0.01093061	0.020730466	0.08993253	0.07643888	0.038257133	0.056839168	0.04372244	0.037691757	0.04372244	0.02186122	0.050582338	0	0.0073875845	0	0.037239455	0.020127399	0.030982625	0.03347028	0.08081113	0
NODE_853_length_26478_cov_13.206642__full	0	0	0	0.00022789426	0	0	0	0	0	0	0.009647524	0	0	0	0	0.06381039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_854_length_26466_cov_10.920469__full	0	0	0	0	0	0	0	0	0	0	0	0	0.013679891	0	0.009119927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033059735	0
NODE_858_length_26451_cov_10.575782__full	0	0	0	0.0055130986	0.011026197	0	0	0.03307859	0	0	0.028820196	0.037413027	0.05969355	0.031177523	0.027907684	0.03604426	0	0	0	0	0.03307859	0	0.024751911	0.03307859	0.03840158	0.022052394	0	0	0.04410479	0.009429299	0.0088209575	0.02920041	0.011026197	0.03307859	0.022052394	0	0.009657428	0.050416335	0.010189727
NODE_864_length_26394_cov_9.235634__full	0	0	0	0.02210029	0	0.009221155	0	0	0.008459076	0	0	0	0.011050145	0.021490626	0	0.011050145	0	0.02210029	0.014365188	0.011050145	0.011050145	0.0055250726	0.011050145	0	0	0	0.008078037	0	0	0.016575217	0.039628107	0	0	0	0	0.011050145	0.02210029	0.011050145	0.011050145
NODE_865_length_26383_cov_11.571564__full	0	0	0	0	0	0	0	0.008233904	0	0	0.022109557	0	0	0	0	0	0.010826059	0.022109557	0.01021614	0	0.0110547785	0	0	0	0	0.0110547785	0.009529982	0.0110547785	0	0	0	0.016620288	0.03179202	0	0.0110547785	0	0.0110547785	0	0
NODE_872_length_26143_cov_8.735025__full	0	0	0	0.01115685	0	0.010310468	0	0.019235948	0	0	0	0.008386874	0	0	0	0	0	0	0	0	0	0.030161968	0	0	0	0	0	0.006309391	0	0	0	0	0	0	0	0	0	0	0
NODE_873_length_26110_cov_10.119449__full	0	0	0	0	0.011171033	0.03220339	0	0	0	0	0	0	0	0	0	0	0.010939907	0.022342065	0	0	0	0	0	0	0	0.011171033	0	0	0	0.022342065	0	0	0	0	0.011171033	0	0	0	0
NODE_886_length_25799_cov_10.923463__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09045187	0.011306483	0	0	0	0	0	0	0	0	0.0056532416	0	0	0	0	0	0	0	0.011306483	0	0	0	0	0	0	0
NODE_893_length_25665_cov_9.273175__full	0	0	0	0	0	0	0	0	0	0	0.022731727	0	0	0.0113658635	0	0	0	0	0	0	0	0.0113658635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_894_length_25645_cov_8.320363__full	0	0	0	0	0	0	0	0	0	0	0	0.011374779	0	0	0	0	0	0	0.011374779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_895_length_25608_cov_11.608805__full	0	0	0	0	0.011391311	0	0	0	0.034173932	0	0	0	0	0	0.011391311	0.015555032	0	0.011391311	0	0.011391311	0	0	0	0	0.0056956555	0	0	0	0	0	0.0056956555	0	0	0	0.011391311	0	0	0	0
NODE_903_length_25450_cov_11.930496__full	0	0	0	0.05158103	0.022924902	0.040711462	0	0.022924902	0.066166006	0.042490117	0.020395257	0.011462451	0.0687747	0.020869566	0	0	0.011462451	0.022924902	0.011462451	0.010909091	0.009328064	0.010039526	0.13059288	0.031857707	0.022924902	0.011462451	0.0456917	0	0	0	0.043794468	0	0.045849804	0.011462451	0.022292491	0	0	0.022924902	0
NODE_905_length_25427_cov_7.473468__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_906_length_25413_cov_25.278779__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_907_length_25381_cov_21.984574__full	0	0	0	0.016883992	0.021640046	0.05239586	0.01886568	0	0	0.17724228	0.46006897	0.29907653	0.011493797	0	0.022987595	0.04870992	0.022987595	0.09020649	0	0.011335262	0.049898934	0.06436527	0.13626094	0.15758392	0.010938925	0	0.01926202	0.07784075	0.051999524	0.03416432	0.03448139	0.027505847	0.033054575	0.10296857	0.08973089	0.18112639	0.021164441	0.009829178	0.011493797
NODE_909_length_25335_cov_17.120225__full	0	0	0	0	0.018820727	0.011355965	0.83414733	0.6164781	0.43013698	0.14373635	0	0	0.33972603	1.6025015	0.29565218	0.09211832	0.01151479	0.02302958	0.37601748	0.49783602	0.51185226	0.06908874	0.01151479	0	0.18511018	0.16660711	0.20555887	0.029144332	0.005757395	0.01151479	0.5523129	0.22711931	0.17323804	0	0.00945007	0	0.2457018	0.2566607	0.16370855
NODE_918_length_25111_cov_8.491284__full	0	0	0	0	0	0	0	0	0	0	0	0.023236249	0	0	0.011618124	0	0	0	0.011618124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_946_length_24717_cov_10.731903__full	0	0	0	0	0	0	0.011804453	0	0	0.011804453	0	0	0	0	0.011804453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011804453	0	0	0	0	0	0	0
NODE_948_length_24685_cov_6.562597__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011249236	0	0	0	0	0	0	0	0	0	0
NODE_951_length_24618_cov_12.288307__full	0	0	0	0.014794834	0.02215138	0	0.019045284	0.011852215	0	0	0	0.035556644	0	0.02370443	0	0	0	0	0	0.011852215	0	0	0.02370443	0	0	0.038417526	0.011852215	0	0.011852215	0	0.046427988	0	0.009972208	0	0.02370443	0	0	0	0
NODE_952_length_24610_cov_16.636939__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010384301	0	0.011856091	0	0.009648406	0.008503679	0	0	0	0	0	0	0	0	0.011856091	0	0	0	0	0	0.011856091	0	0
NODE_955_length_24574_cov_24.112605__full	0	0	0	0.01781035	0	0	0.011873567	0.011873567	0.010481494	0	0.0059367833	0.041557483	0.014207337	0.009089421	0.011873567	0	0.023747133	0	0.0356207	0	0	0	0	0	0.009089421	0.011873567	0	0	0	0	0	0.011218473	0	0	0	0	0.009990173	0	0
NODE_964_length_24410_cov_6.866110__full	0	0	0	0	0	0	0.08367684	0	0	0	0	0	0	0	0	0.0119538335	0	0.11376752	0	0.054657873	0	0	0	0	0.0119538335	0	0	0	0	0	0	0.0119538335	0.10919209	0	0	0	0	0.023907667	0
NODE_967_length_24384_cov_7.089150__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_968_length_24338_cov_8.964644__full	0	0	0	0.08392591	0.041962955	0.023978833	0	0.008185877	0.021332892	0.011989417	0.034645278	0.035968248	0.011989417	0.006697536	0.011989417	0.047957666	0.0059947083	0.023978833	0	0	0.010418389	0.113899454	0.083512485	0.04332727	0.024847033	0.011989417	0.023978833	0	0.011989417	0.023978833	0.021250207	0.019265752	0.0050438233	0.029766826	0.023151977	0.03199934	0.007110964	0	0
NODE_977_length_24195_cov_11.519630__full	0.008400915	0	0.010563526	0.053483054	0.02412144	0.060137242	0.011478478	0.031274695	0	0.010813059	0.02412144	0.01206072	0.02412144	0	0.032272823	0	0.032771885	0.020378457	0.01206072	0	0.010480349	0.044250365	0.020461634	0.0063214805	0.02412144	0	0.019130796	0.022374714	0	0	0.04316906	0	0	0.043584947	0.05098773	0.036182158	0	0.06022042	0
NODE_980_length_24127_cov_9.240053__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012094924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012094924	0	0	0	0
NODE_987_length_24009_cov_6.803931__full	0	0	0	0.008047278	0.009556143	0	0.010310574	0	0	0	0	0	0.006077371	0.019950543	0	0.024309484	0	0.012154742	0.01860933	0	0	0	0	0.0044427677	0	0	0.06789891	0.012154742	0	0.016262207	0.043086465	0.02321975	0.036464226	0	0	0	0.03780544	0.026824258	0.0104782265
NODE_989_length_23985_cov_10.043875__full	0	0	0	0	0.024333963	0	0	0	0	0	0.012166982	0	0	0	0	0	0.012166982	0	0	0	0.012166982	0	0	0	0.012166982	0	0	0.060834907	0	0	0	0	0	0	0	0	0	0	0
NODE_998_length_23868_cov_14.884724__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012227001	0	0	0	0	0	0	0	0	0	0.012227001	0	0.0061556622	0
NODE_1003_length_23705_cov_9.454715__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1007_length_23679_cov_7.703478__full	0	0	0	0.053465936	0.14509754	0.041395724	0.012325216	0.03697565	0	0.024650432	0.059076034	0.012325216	0.07084874	0.070636235	0.049300864	0.024650432	0	0	0.06570615	0.02235539	0.07301628	0.021250373	0	0	0.04352076	0.030515535	0.010370182	0	0	0	0.121977136	0.012325216	0.049300864	0.011220196	0	0	0.03697565	0.16830294	0.03697565
NODE_1016_length_23541_cov_40.917754__full	0	0	0	0.049591724	0	0.037193794	0	0.043521013	0.012397931	0	0	0.012397931	0	0.049591724	0.01094438	0.0061989655	0	0	0	0	0	0	0.0085502975	0	0.012397931	0	0.018596897	0	0	0	0	0	0	0	0	0.012397931	0	0	0.012397931
