Contig	T0-R-Dry-soil-A Mean	T0-R-Dry-soil-B Mean	T0-R-Dry-soil-C Mean	T1-R-H218O-A Mean	T1-R-H218O-B Mean	T1-R-H218O-C Mean	T1-R-H218O-P-A Mean	T1-R-H218O-P-B Mean	T1-R-H218O-P-C Mean	T1-R-H2O-A Mean	T1-R-H2O-B Mean	T1-R-H2O-C Mean	T1-R-H2O-P-A Mean	T1-R-H2O-P-B Mean	T1-R-H2O-P-C Mean	T2-R-H218O-A Mean	T2-R-H218O-B Mean	T2-R-H218O-C Mean	T2-R-H218O-P-A Mean	T2-R-H218O-P-B Mean	T2-R-H218O-P-C Mean	T2-R-H2O-A Mean	T2-R-H2O-B Mean	T2-R-H2O-C Mean	T2-R-H2O-P-A Mean	T2-R-H2O-P-B Mean	T2-R-H2O-P-C Mean	T3-R-H218O-A Mean	T3-R-H218O-B Mean	T3-R-H218O-C Mean	T3-R-H218O-P-A Mean	T3-R-H218O-P-B Mean	T3-R-H218O-P-C Mean	T3-R-H2O-A Mean	T3-R-H2O-B Mean	T3-R-H2O-C Mean	T3-R-H2O-P-A Mean	T3-R-H2O-P-B Mean	T3-R-H2O-P-C Mean
NODE_3374_length_11001_cov_18.968538__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3378_length_10994_cov_16.109041__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3381_length_10991_cov_26.548384__full	0	0	0	0	0.021584725	0	0	0.0267503	0	0	0.024536481	0.0267503	0	0	0	0	0	0	0	0	0	0	0	0	0.05276266	0	0.0267503	0	0	0	0	0	0.0267503	0	0	0	0	0	0
NODE_3383_length_10987_cov_23.896675__full	0.04014026	0	0	0.5335425	0.44837132	0.09781305	0.6750946	0.35618713	0.31650826	0.36929038	0.053520348	0.093383774	0.8185845	1.0983667	0.48814246	0	0.07825044	0.026760174	0.27110824	0.24084157	3.194242	0.29436192	0.06994556	0.13380086	0.63200146	0.13380086	0.16056104	0.2305066	0.15207161	0.21408139	0.70388484	0.15410168	0.081480116	0.08793946	0.13380086	0.07751223	0.319092	0.6322783	0.17006552
NODE_3387_length_10978_cov_24.196801__full	0	0	0	0.019763576	0	0	0	0	0.022903584	0	0	0	0	0.046915404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3392_length_10968_cov_15.068544__full	0	0	0	0.026807174	0	0.02200037	0.08042152	0.05361435	0	0	0.05361435	0.01626918	0.026807174	0.026807174	0.026807174	0	0	0	0.05361435	0	0.018117951	0	0	0	0.05361435	0	0	0	0.026807174	0.026807174	0	0	0	0	0	0	0	0	0.1072287
NODE_3402_length_10949_cov_11.686359__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3403_length_10948_cov_27.712139__full	0	0	0	0	0	0	0	0.026486386	0	0	0	0	0	0	0	0.026856825	0	0	0	0	0	0	0	0	0	0.048527505	0	0	0	0	0.05371365	0	0.04408224	0	0	0	0	0	0
NODE_3409_length_10943_cov_14.590926__full	0	0	0	0.026869267	0	0	0	0	0	0.053553227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03743167	0	0	0	0
NODE_3413_length_10937_cov_21.515686__full	0	0	0	0	0	0	0	0.026884213	0	0	0.013442107	0	0.026884213	0	0	0	0	0.026884213	0	0	0	0	0	0.026884213	0	0	0.052470565	0	0.026884213	0	0	0	0.023176046	0.026884213	0.013442107	0	0.08065264	0	0
NODE_3427_length_10901_cov_18.540733__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3440_length_10869_cov_23.298979__full	0	0	0	0	0	0	0.027054762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027054762	0	0.02369624	0	0	0	0	0	0	0	0
NODE_3444_length_10857_cov_10.018126__full	0	0	0	0	0.05417017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3447_length_10838_cov_19.736102__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3457_length_10823_cov_14.928385__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3472_length_10787_cov_24.726609__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3475_length_10780_cov_20.691415__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3478_length_10776_cov_28.939683__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02729155	0	0.0545831	0	0.019198192	0.02729155	0.08102767	0	0.02729155	0	0	0	0	0	0	0	0
NODE_3511_length_10719_cov_12.067797__full	0	0	0	0.013719368	0	0	0.013719368	0	0	0	0.013719368	0.05487747	0.027438736	0.13690983	0.12508279	0	0	0	0	0	0	0	0	0.013719368	0.013435519	0	0.027438736	0.024789479	0	0	0	0	0	0	0	0.021950988	0	0.013719368	0
NODE_3533_length_10678_cov_29.282635__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015957447	0	0	0	0	0	0	0	0.032294832	0	0	0	0	0
NODE_3557_length_10634_cov_17.076887__full	0	0	0	0	0	0	0.15051506	0.027661199	0.027661199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3563_length_10622_cov_45.573981__full	0	0	0	0.05538579	0.027692895	0.13846448	0.11096257	0.08307868	0.13846448	0	0.027692895	0.11067609	0.11077158	0.04153934	0.2353896	0	0.05538579	0.05538579	0.027692895	0.08307868	0.038197096	0.09692513	0.08307868	0.04153934	0.013846448	0.05538579	0.077731095	0.03237204	0.04153934	0.061306342	0.027692895	0.08307868	0.05366692	0.04153934	0.05538579	0.027692895	0.015851796	0.11745607	0
NODE_3569_length_10615_cov_10.897585__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3591_length_10568_cov_14.857771__full	0	0	0	0.027836436	0	0.08350931	0	0	0	0.08350931	0	0.027836436	0	0	0	0	0	0	0	0.027836436	0	0	0	0	0	0	0	0	0	0.055672873	0	0	0.011710501	0	0	0.04876176	0	0.027068535	0
NODE_3599_length_10556_cov_15.377068__full	0	0	0	0.027868537	0.0782241	0.09753988	0.08725735	0.027868537	0.027868537	0.08360561	0.055640977	0.1808572	0.01864309	0.16029213	0.055737074	0	0.027868537	0.027099751	0	0.16721122	0.027868537	0.111281954	0.055737074	0.055737074	0.027868537	0.055737074	0.054007303	0.12877186	0.10955218	0.14645396	0.02777244	0.027868537	0.024216797	0.055737074	0.11147415	0.18816067	0.040745724	0.16317509	0.023640208
NODE_3609_length_10523_cov_25.393131__full	0	0	0	0	0	0	0	0.04164658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08097947	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3616_length_10499_cov_65.337788__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05604406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3621_length_10484_cov_12.869812__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3623_length_10476_cov_14.319264__full	0	0	0	0	0.08425334	0	0	0	0	0	0	0	0	0	0.020143328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014042224	0	0	0	0
NODE_3631_length_10464_cov_20.891751__full	0	0	0	0	0	0	0.12584837	0.6022881	0.27089393	0.19701377	0	0	0.6184797	0.025790188	0.52472365	0	0	0	0.2602288	0.6327322	0.24035291	0	0	0	0.64107037	0.28407988	0.42738026	0	0	0	0.44328097	0.21892573	0.35989916	0	0	0	0.63535	0.5406244	0.028117122
NODE_3637_length_10455_cov_13.747586__full	0	0	0	0	0	0.02814168	0	0.02814168	0	0	0	0.02814168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3646_length_10441_cov_26.895958__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028179962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3649_length_10437_cov_22.431998__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3658_length_10416_cov_16.306581__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3671_length_10386_cov_13.947409__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3681_length_10371_cov_11.834599__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3690_length_10359_cov_34.309357__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028406309	0	0	0	0	0	0	0	0
NODE_3695_length_10354_cov_19.291565__full	0	0	0	0	0	0	0	0.028420227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052136417	0	0
NODE_3703_length_10329_cov_13.185142__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02849003	0	0	0	0	0	0	0	0	0	0.014245015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3709_length_10318_cov_14.849887__full	0	0	0	0	0	0	0	0	0	0	0	0	0.054681353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023406766	0	0	0
NODE_3713_length_10307_cov_11.770474__full	0	0	0	0	0	0	0.11145023	0.028551737	0.057103474	0	0	0	0	0	0	0	0	0	0.025204293	0.028551737	0	0	0.028551737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3737_length_10264_cov_26.709788__full	0	0	0	0	0	0.04202096	0	0	0	0	0	0	0	0	0	0	0.028673125	0	0	0	0	0	0	0	0	0	0.028673125	0.14336564	0	0	0	0.028673125	0	0	0.020763298	0.028673125	0	0.02709116	0
NODE_3747_length_10236_cov_20.841373__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028752727	0	0	0	0	0	0
NODE_3759_length_10200_cov_22.306207__full	0	0	0	0	0.026069652	0	0.09243781	0	0	0.02885572	0	0	0	0.027462687	0	0	0.027263682	0	0	0	0.05771144	0	0	0	0	0	0	0	0	0	0.057512436	0	0	0	0	0	0	0.026467662	0
NODE_3769_length_10188_cov_190.623650__full	0	0	0	0	0	0	0	0	0	0.028890217	0.13947001	0.028890217	0.028890217	0	0	0	0.028890217	0.018928073	0	0	0	0	0	0	0	0	0.021119745	0	0	0	0.028890217	0	0	0.056584977	0	0.057780433	0	0.028890217	0
NODE_3770_length_10185_cov_11.676581__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3771_length_10181_cov_52.341401__full	0	0	0	0.028910378	0	0	0	0.028910378	0	0.028910378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027115941	0	0	0	0	0	0	0	0	0.028910378	0	0.028910378	0	0	0
NODE_3775_length_10175_cov_15.411076__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05785536	0	0	0.02892768	0	0	0	0	0.01446384	0	0	0.01915212	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3776_length_10174_cov_13.176278__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3779_length_10171_cov_15.674841__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025546353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3801_length_10135_cov_20.038163__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3813_length_10119_cov_24.624251__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017052865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3820_length_10105_cov_17.424945__full	0.02913109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015067806	0	0	0	0	0	0	0	0	0	0	0	0	0.02913109	0	0	0	0	0	0
NODE_3823_length_10098_cov_17.764476__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3829_length_10092_cov_13.118483__full	0	0	0	0	0	0	0.029169181	0	0	0	0	0	0	0.029169181	0	0	0	0	0	0	0.029169181	0	0	0	0	0	0	0	0.029169181	0	0.087507546	0	0	0	0	0	0	0.029169181	0
NODE_3839_length_10076_cov_32.113962__full	0	0	0	0	0	0	0	0	0.0292162	0.0292162	0	0.019746121	0	0	0	0.049566794	0	0	0.0584324	0	0	0	0.146081	0.0146081	0	0	0	0.0292162	0.02720129	0	0	0.0584324	0.026193835	0	0.0146081	0.018738667	0	0	0
NODE_3866_length_10023_cov_16.027005__full	0	0	0	0.029373037	0	0	0.29373038	0	0.029373037	0.073432595	0.029373037	0.05307404	0.11333941	0.08811911	0.10533779	0	0	0	0	0.087713964	0.029373037	0	0.029373037	0.029373037	0	0	0.14686519	0	0	0	0	0.025929302	0.058746073	0	0.028562747	0	0.08811911	0.029373037	0.029373037
NODE_3867_length_10022_cov_30.690920__full	0	0	0	0	0	0	0.02350081	0	0	0	0	0	0	0	0.052269045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3873_length_10010_cov_26.101201__full	0	0	0	0	0	0.029411765	0	0	0	0	0	0.029411765	0.029411765	0	0	0	0	0	0.029411765	0.021095335	0	0.05882353	0	0	0	0.029411765	0	0	0	0.11764706	0	0	0	0.029411765	0	0	0	0	0
NODE_291_length_52243_cov_17.444155__full_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_438_length_44340_cov_52.306842__full_1	0	0	0	0	0	0	0	0	0	0	0	0	0.0077113304	0	0	0	0.015422661	0	0	0	0	0	0.0077113304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_476_length_43333_cov_19.776819__full_1	0	0	0	0	0	0	0	0.10625499	0	0.009054079	0	0.009698607	0	0.00890062	0.036922228	0.00871647	0	0	0.005463139	0.05119391	0.025351422	0	0	0	0.01780124	0	0	0	0	0	0	0	0.00890062	0	0	0	0	0	0
NODE_817_length_31395_cov_164.148805__full_1	0	0	0	0.023763675	0	0	0	0	0	0.03564551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011881838	0	0	0.011881838	0	0.023763675	0	0	0	0
NODE_1044_length_25679_cov_15.223573__full_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_26_length_147101_cov_20.694814__full	0	0	0.001973447	0.0077849077	0.021258786	0.001973447	0.003946894	0.005920341	0.001973447	0.022796715	0.019659614	0.010847153	0.003946894	0.003851624	0.006968309	0.0074718785	0.011282672	0.011663752	0.0031439052	0.0070091393	0	0.011731802	0.022211485	0.005920341	0.003946894	0.009458935	0.008696777	0.003946894	0.010574954	0.007893788	0.0038924539	0	0.008900926	0.037332173	0.0069002593	0.008703581	0.007118019	0.005920341	0.003946894
NODE_32_length_127513_cov_23.377470__full	0	0	0	0	0.0021670344	0.004459694	0	0	0	0.0022769563	0	0.007969348	0	0	0.0022769563	0	0.0022769563	0.0022769563	0	0	0	0	0.010897985	0.0022769563	0.006155634	0	0	0.006563916	0.0022769563	0.0014446896	0.0043419204	0	0.00013347676	0.014745256	0.006139931	0.00224555	0	0.002010003	0
NODE_40_length_113201_cov_18.439957__full	0.005130428	0.0041043423	0	0.016045855	0.018221864	0.006129977	0.004051269	0.011569999	0	0.012649158	0.005130428	0.019000275	0.005130428	0.007695642	0.0063334247	0.007695642	0.0025475228	0.010977346	0.005130428	0.019831758	0.0041043423	0.005130428	0	0.004192798	0.005130428	0.002565214	0.0049181343	0.015745107	0.041901443	0.002565214	0.010260856	0	0.0015568195	0	0.009217079	0.010260856	0.0035736084	0.0057496172	0
NODE_52_length_101303_cov_17.651377__full	0.002866944	0.00419167	0.0023528715	0.002866944	0	0.002748312	0.010538491	0.0052989037	0	0.002866944	0.002866944	0.005733888	0.0043498464	0.0038357736	0.002866944	0	0	0	0.006979526	0	0	0.005733888	0.002866944	0.0028076281	0	0	0	0	0	0	0.0019574307	0	0	0.005733888	0	0.005476852	0.007869267	0	0
NODE_62_length_94551_cov_23.750318__full	0	0	0	0.037372485	0.0076905964	0.02010572	0.0030720013	0.0050423197	0	0.026673445	0.034003876	0.0344276	0.0030720013	0	0.0051482506	0.0061440025	0.02133452	0.014576117	0	0	0.0030720013	0.03887671	0.009194817	0.023728563	0.0030720013	0.0023728563	0.0027542082	0	0.009216004	0.0055507887	0.003050815	0	0.0030720013	0.023802714	0.015063399	0.013813413	0	0	0
NODE_63_length_93643_cov_49.181262__full	0	0	0	0.0031018364	0	0	0	0	0	0	0.006203673	0	0	0	0.0031018364	0	0.0022247655	0	0	0	0	0	0.006203673	0.006203673	0	0	0	0	0	0.0030590526	0	0	0	0	0.012407346	0	0	0	0
NODE_65_length_93097_cov_19.187337__full	0	0	0	0.002861846	0.0020656933	0	0	0	0	0.0031200578	0	0.0031200578	0	0	0	0	0	0	0	0	0	0.0031200578	0	0	0	0	0	0.0031200578	0	0	0	0	0	0.0031200578	0	0.0062401155	0	0	0
NODE_69_length_89317_cov_27.161402__full	0	0.00890464	0.011999955	0.0028485875	0	0	0.009756973	0.0032523242	0	0.0032523242	0	0	0	0	0	0	0	0.0028934472	0	0	0	0.0032523242	0	0	0	0.002153263	0.016261622	0	0	0	0	0	0	0	0	0.0032523242	0	0	0
NODE_72_length_86869_cov_21.949833__full	0	0	0	0.015198515	0.0033441344	0.006665206	0	0	0	0	0	0.005904127	0	0	0	0.0015221578	0	0.006688269	0	0	0	0	0.015659776	0.0033441344	0	0	0	0.070330605	0.005765749	0.0033441344	0	0	0	0.04319699	0.017608598	0.016812924	0	0	0
NODE_94_length_77806_cov_17.042030__full	0.018234264	0.007468837	0.017641908	0.025934892	0.028613372	0.025342537	0.0037344184	0.0037344184	0.022406511	0.05647986	0.017719172	0.050376017	0.02217472	0.0033223447	0.0031163078	0.026939321	0.03492325	0.008885341	0.007468837	0.0027557432	0.018800866	0.0369965	0.04725971	0.041104358	0.0037344184	0	0	0.02585763	0.029746575	0.014937674	0.0066446895	0.007468837	0.010044298	0.05376275	0.0390955	0.07934995	0	0.0037344184	0
NODE_98_length_77223_cov_14.651846__full	0	0	0	0	0.0180608	0.0037626666	0.007525333	0.010068377	0.011287999	0.005189885	0.022575999	0.022420302	0.01850194	0.017386114	0.011287999	0.0037626666	0	0.0037626666	0.032877922	0.0033215263	0.010587365	0.015050666	0.013701296	0.0037367172	0.010717113	0.012870914	0	0	0.0037626666	0.011287999	0.011287999	0	0	0.011287999	0.0029582344	0.0036848183	0	0	0.0028025378
NODE_104_length_75468_cov_38.988921__full	0.23176399	0.20572771	0.21822141	0.52113706	0.17007886	0.20432034	0.22844473	0.17359728	0.10589766	0.27183408	0.22505908	0.2869699	0.3298282	0.29939723	0.25890225	0.21869938	0.14482594	0.20291299	0.097214475	0.1958496	0.17808492	0.180581	0.20052311	0.23615868	0.3571258	0.22886959	0.24298309	0.18858705	0.22637351	0.28513768	0.26820946	0.13338113	0.20688282	0.31143948	0.34588012	0.23657027	0.2817653	0.25328606	0.12699488
NODE_113_length_71346_cov_16.168316__full	0.0069105006	0	0.0040732627	0	0.008146525	0.01629305	0	0.012177651	0	0	0.012219788	0	0.0040732627	0	0	0.0040732627	0	0	0	0	0.008090342	0	0	0	0	0	0	0	0.0040732627	0.0040732627	0	0	0	0	0	0	0	0	0
NODE_117_length_70866_cov_50.920556__full	0	0	0	0	0.0033090108	0.015781436	0.0038463713	0.0054301713	0.004100911	0.008201822	0	0.013038068	0	0.018835908	0.010492675	0.004100911	0.012302732	0.008201822	0	0	0	0.008201822	0.012302732	0	0	0.004100911	0.004100911	0.0024039822	0.019033883	0.0025171107	0.011510832	0	0	0.004100911	0.004100911	0	0.006759432	0.012302732	0
NODE_122_length_68781_cov_143.132655__full	0	0	0	0	0	0.0042254957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_124_length_68505_cov_25.120033__full	0	0	0	0	0	0	0	0	0	0	0	0.004242557	0	0.0032477507	0	0	0	0	0	0	0	0	0	0	0	0.0026918293	0	0	0	0	0	0	0.004242557	0	0	0	0	0	0
NODE_127_length_68219_cov_23.813682__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012781149	0	0	0	0	0	0	0	0	0	0	0	0.0042603826	0	0	0	0	0	0	0	0	0
NODE_128_length_67952_cov_23.948845__full	0.01283148	0.0063419957	0.00855432	0.047992684	0.012005545	0.049349576	0.048818618	0.035397187	0.036813073	0.05812513	0.06667945	0.042211145	0.061989322	0.04218165	0.038494438	0.04362703	0.017049644	0.025205746	0.033922303	0.032624405	0.046370313	0.029969618	0.08222471	0.04088375	0.086015165	0.075012535	0.052623816	0.032122947	0.015250288	0.00855432	0.058818325	0.009527743	0.035898644	0.037373528	0.077667326	0.01584024	0.05005752	0.053892214	0.00855432
NODE_135_length_66731_cov_115.839747__full	0	0	0	0	0	0	0	0	0.004355597	0	0	0	0	0	0	0	0	0.0034544389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004355597	0	0	0	0.006067797	0
NODE_138_length_66470_cov_22.573036__full	0	0	0	0.008745477	0.024577804	0.0043727383	0.10518697	0.1342883	0.036233414	0	0	0	0	0.008745477	0	0.0021109772	0.28418276	0	0.0043727383	0.04205368	0.030609168	0	0	0	0.008745477	0.0038902292	0.070024125	0	0.0043727383	0	0.10061821	0	0.04905006	0.11405308	0.04363691	0	0.012454765	0.009951749	0.06519903
NODE_139_length_66390_cov_18.674828__full	0.013134058	0.0032306763	0	0.064990945	0.033725847	0.061533816	0.009631642	0	0	0.09287439	0.049139492	0.08722826	0.0043780194	0	0.00307971	0.025483092	0.03861715	0.016002415	0.008756039	0	0	0.04695048	0.040458936	0.06899155	0.0043780194	0	0	0.007004831	0.0105072465	0.021437198	0	0	0	0.03808877	0.033514492	0.040700484	0	0.0043780194	0
NODE_142_length_65994_cov_19.618226__full	0	0	0	0	0	0	0	0	0	0	0	0	0.0041309763	0	0	0	0	0	0	0	0	0	0	0.010752688	0	0.0044043497	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_147_length_65478_cov_26.333440__full	0.008725202	0.013317414	0.008878276	0.098242715	0.059270144	0.08391501	0.10378398	0.060372274	0.08039432	0.09233407	0.13063312	0.07895543	0.16587068	0.15590559	0.11699425	0.06430627	0.062071394	0.030890277	0.035222262	0.08644073	0.052565515	0.11293779	0.0990387	0.08414462	0.07508266	0.049840804	0.084711	0.034089517	0.024614254	0.03594171	0.061811168	0.034043595	0.06995469	0.09432403	0.0732917	0.08033309	0.06462772	0.08813985	0
NODE_148_length_65152_cov_19.976219__full	0	0	0	0	0	0	0	0	0	0.008922802	0.003476816	0	0	0	0	0	0	0.0043690964	0	0	0	0	0	0.008922802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_155_length_63507_cov_17.768846__full	0	0.0045772367	0.0045772367	0.010953802	0.013731711	0.0044509685	0	0	0.0045772367	0.017235665	0.013037234	0.027463421	0.008428429	0	0.0034092523	0.0076392507	0	0	0	0	0	0.013479173	0	0	0.0022886184	0	0.009154473	0	0.00454567	0	0.013731711	0	0	0.00454567	0	0.014520889	0.0045772367	0.0045772367	0
NODE_159_length_62861_cov_28.193413__full	0	0	0	0.004624388	0	0	0	0	0.009248776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_167_length_61828_cov_13.447229__full	0.0034047796	0	0.0047018384	0.018807353	0.007052758	0.009403677	0.02620059	0.007847207	0.014105516	0	0	0.0258439	0.009403677	0.0042154416	0.021174487	0.014105516	0.0047018384	0.0020428677	0	0.018807353	0.009241545	0.007052758	0.018807353	0.009403677	0.0046045594	0	0.009403677	0.0083984565	0.014105516	0.009403677	0.008755147	0	0	0.0039236033	0	0.026638348	0	0	0
NODE_175_length_61052_cov_25.505980__full	0.01766773	0.052280713	0.035663854	0.06962004	0.0221996	0.07425044	0.03861942	0.04433352	0.026238875	0.06255952	0.008406949	0.04883255	0.12993005	0.18652917	0.077928476	0.00916226	0.026304554	0.043643888	0.08223047	0.111293554	0.06971856	0.04600834	0.08022725	0.035860892	0.18564251	0.17355752	0.14268826	0.01389117	0.0046960693	0.02857049	0.15661226	0.047880203	0.20230862	0.061541494	0.07763292	0.023578864	0.15194903	0.16501921	0.04728909
NODE_176_length_60937_cov_19.795062__full	0	0	0	0.0033230789	0	0.0047707567	0	0	0.0046720514	0.0047707567	0	0	0	0.0047707567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047707567	0.0047707567	0	0	0	0	0.014312271	0	0	0	0
NODE_177_length_60617_cov_19.463862__full	0.009592009	0	0	0.0047960044	0.0031422097	0.014321862	0.031289794	0.023980021	0.014388014	0.008434352	0.025799196	0.026626093	0.031455174	0.0431475	0.023980021	0.0044983216	0.023980021	0.0047960044	0.011990011	0.023980021	0.009492781	0.009592009	0.005143301	0.0047960044	0.030793656	0.008136669	0.02391387	0	0.019051714	0.0047960044	0.028643724	0.0042006383	0.009162022	0	0.030016372	0.0047960044	0.009592009	0.011708866	0.014388014
NODE_181_length_60508_cov_17.084491__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024023328	0.003810597	0	0	0	0	0	0	0.007621194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
