Contig	T0_A Trimmed Mean	T0_B Trimmed Mean	T0_C Trimmed Mean	T1H218OP_A Trimmed Mean	T1H218OP_B Trimmed Mean	T1H218OP_C Trimmed Mean	T1H218O_A Trimmed Mean	T1H218O_B Trimmed Mean	T1H218O_C Trimmed Mean	T1H2OP_A Trimmed Mean	T1H2OP_B Trimmed Mean	T1H2OP_C Trimmed Mean	T1H2O_A Trimmed Mean	T1H2O_B Trimmed Mean	T1H2O_C Trimmed Mean	T2H218OP_A Trimmed Mean	T2H218OP_B Trimmed Mean	T2H218OP_C Trimmed Mean	T2H218O_A Trimmed Mean	T2H218O_B Trimmed Mean	T2H218O_C Trimmed Mean	T2H2OP_A Trimmed Mean	T2H2OP_B Trimmed Mean	T2H2OP_C Trimmed Mean	T2H2O_A Trimmed Mean	T2H2O_B Trimmed Mean	T2H2O_C Trimmed Mean	T3H218OP_A Trimmed Mean	T3H218OP_B Trimmed Mean	T3H218OP_C Trimmed Mean	T3H218O_B Trimmed Mean	T3H218O_C Trimmed Mean	T3H2OP_A Trimmed Mean	T3H2OP_B Trimmed Mean	T3H2OP_C Trimmed Mean	T3H2O_A Trimmed Mean	T3H2O_B Trimmed Mean	T3H2O_C Trimmed Mean
NODE_654_length_23377_cov_8.739840__full	0	0	0	0	0	14.362736	39.554268	47.606888	0	20.495958	0	29.002056	0	0	0	30.66611	19.516336	27.759388	232.65492	82.23492	243.72232	11.114279	5.943602	22.137909	12.784262	115.75513	32.005405	3.1269553	15.028366	8.358383	23.216072	0	0	0	25.774073	33.578857	0	0
NODE_658_length_23304_cov_8.631760__full	28.253983	0	19.716412	71.718956	44.93114	81.34069	15.39285	26.263004	44.258926	32.19669	27.277927	25.22236	35.06732	21.83119	17.120298	88.406	33.915977	83.48124	7.3369484	39.85398	83.584694	13.678791	4.2010555	26.91761	14.528311	9.035125	8.672457	12.8320055	17.990643	37.051537	16.25974	40.370728	76.84645	37.168472	56.85192	98.097885	85.80278	57.43685
NODE_674_length_22735_cov_10.027081__full	86.16141	76.01574	62.34565	58.401436	37.919563	57.643234	50.685394	79.13952	56.659958	81.24017	49.134106	71.79732	35.791656	30.727161	25.22748	44.948196	50.948296	40.007576	112.75545	38.261326	110.25336	14.37861	39.67841	55.52521	30.962513	68.65833	17.56565	6.8467064	14.419147	27.381365	20.167168	27.982733	69.03945	24.823536	74.20288	121.26551	59.53417	36.214836
NODE_676_length_22668_cov_14.009704__full	70.271706	61.336243	54.52082	0	0	0	0	0	0	15.219854	0	0	0	0	0	0	0	8.753059	154.37093	64.294655	212.70284	3.00671	8.192471	17.783699	28.84029	135.87863	23.801609	0	0	0	43.65206	0	0	0	127.23238	183.034	0	0
NODE_677_length_22642_cov_7.189593__full	0	0	0	0	0	0	0	0	0	30.599485	0	0	0	0	0	0	0	0	72.93499	34.439835	184.92833	0	0	0	23.556906	90.58857	30.887325	0	0	0	25.277367	0	0	0	45.64419	49.99516	0	0
NODE_706_length_21947_cov_10.845890__full	31.678425	0	19.608236	74.27428	66.314186	72.800446	37.413784	49.43626	0	30.727865	16.872572	25.553137	33.4172	28.590652	20.28396	66.26852	137.36627	149.81671	86.682144	55.203373	109.59687	20.932463	54.041744	72.1549	13.065345	62.14848	17.705795	19.575157	25.944696	37.0395	26.74642	41.84989	33.94067	36.52658	24.463633	47.52719	52.166523	32.96896
NODE_717_length_21623_cov_14.894954__full	105.66658	96.33569	79.3297	97.546906	79.16609	55.564392	83.74021	141.35143	101.73907	111.01821	123.10074	130.56532	129.92896	105.60009	170.02664	79.565475	50.82636	105.91623	121.916855	96.037254	219.76468	68.3698	99.6805	250.13065	42.586487	85.01144	18.145393	19.78605	33.0105	44.998035	45.128834	110.561806	139.3462	35.446472	174.31158	232.9423	142.92337	136.55844
NODE_722_length_21555_cov_12.332960__full	0	0	0	0	0	0	0	53.44682	0	0	0	0	0	0	0	43.999947	67.97737	53.001972	16.462652	0	20.675526	0	11.4122505	0	0	0	0	5.731534	9.764132	20.045315	47.510822	0	46.729458	0	0	0	0	0
NODE_732_length_21422_cov_8.238053__full	99.25248	107.291756	56.79045	0	0	0	0	0	0	0	0	0	0	0	0	0	17.15413	20.356836	78.34415	71.77186	91.10263	6.9781675	11.21686	20.118668	27.416014	80.87397	23.219524	0	0	0	35.48428	0	0	0	43.37726	71.55322	0	0
NODE_742_length_21217_cov_6.813950__full	46.224197	0	51.691685	29.898792	39.358738	56.55994	0	0	0	0	0	0	25.069407	18.957018	0	47.59612	14.798692	52.90839	10.059438	16.850904	57.61753	4.6161065	7.742577	8.788777	3.3114815	0	0	10.876325	13.886873	16.703075	14.914086	13.496071	31.411476	37.802067	24.266125	31.16033	36.04483	26.751965
NODE_755_length_20985_cov_7.403141__full	0	0	0	46.952435	43.008533	71.37162	0	0	0	24.183598	0	25.972378	35.039886	22.280062	22.770277	56.77401	67.413536	84.82947	66.041275	42.49331	83.459076	23.25308	45.205406	59.94577	15.473364	36.934303	10.639257	13.734389	24.826427	20.17496	22.155815	36.958725	42.678932	43.55463	65.441956	70.52071	61.60385	50.779716
NODE_768_length_20773_cov_26.287995__full	0	0	0	73.131836	46.771996	76.855774	202.22731	161.28015	133.48871	181.18793	166.14406	152.85335	68.76144	40.508484	42.79899	113.7575	258.79678	221.9068	658.19745	272.95297	488.97205	105.42309	193.69899	247.69899	91.62228	414.6779	101.10516	42.91272	63.634663	64.017136	86.63175	138.14342	109.76402	72.13178	152.48958	205.59119	115.8846	88.154625
NODE_777_length_20630_cov_7.876626__full	80.991974	48.76199	71.19076	0	0	14.356716	57.893337	66.131454	0	69.3559	73.87359	67.16634	41.961643	29.361599	28.557291	32.71208	83.051704	66.62256	81.82964	59.43891	120.790855	39.60422	49.530003	86.46945	22.126356	62.74143	23.090603	13.3699	21.388834	24.03022	19.054417	44.450848	31.019043	12.870008	39.35894	53.727158	35.45508	26.306423
NODE_781_length_20512_cov_9.891981__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.55069	0	45.9946	0	0	0	0	14.036778	0	0	0	0	38.28888	0	0	0	0	0	0	0
NODE_785_length_20474_cov_7.393325__full	36.848076	0	30.666904	0	0	24.080362	48.510933	37.66701	0	79.885796	102.34583	69.643394	65.00437	62.14285	50.761425	18.69216	92.12186	74.075935	71.98945	61.319813	166.28258	38.775475	65.52088	87.59293	22.176416	42.916412	12.700033	13.993166	25.886726	12.967418	23.527607	41.972775	15.28548	0	15.254483	27.249945	22.90198	14.55199
NODE_789_length_20445_cov_18.217930__full	127.019485	100.99885	77.42744	158.59764	93.395744	179.9631	92.637924	69.75124	158.69902	65.04757	73.83856	77.5441	91.965515	74.061806	60.603054	172.37367	62.441727	151.57327	39.62632	96.00455	289.31982	50.611103	45.42804	104.39021	33.58532	39.719494	17.722342	26.657688	35.15985	60.08633	51.78338	157.79547	305.15854	133.6052	176.19089	313.7574	255.31642	205.6607
NODE_795_length_20301_cov_12.620929__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.42427	141.50615	0	0	0	11.0040245	0	4.216298	0	0	0	43.01169	0	0	0	78.589676	98.62127	0	0
NODE_802_length_20124_cov_10.123645__full	0	0	0	0	0	0	0	0	99.95539	0	0	0	0	0	0	0	0	0	54.314163	28.161419	38.302258	0	0	0	0	6.73106	13.725887	0	0	0	28.32423	0	0	0	53.694405	0	0	0
NODE_804_length_20105_cov_27.499850__full	228.21564	121.86949	117.422134	200.02623	128.55247	207.07227	105.40761	162.54758	205.74673	130.01448	90.38016	205.60275	99.23918	70.00211	71.71405	213.4228	168.36462	188.72597	273.26968	145.77608	443.93268	33.516396	88.27036	132.49112	34.241135	120.94994	38.953175	23.153944	37.005066	80.70453	114.23234	100.55281	121.877235	82.864426	272.05396	290.29318	115.36212	136.70358
NODE_832_length_19536_cov_6.072851__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1749196	34.192574	20.098063	7.796653	20.68386	0	6.318833	72.04241	10.697387	12.608723	4.5143285	0	0	0	20.028084	12.83425	32.683346	0	0	0	19.647753	0
NODE_838_length_19440_cov_7.676594__full	45.6668	0	23.113928	41.461815	0	67.50023	121.21605	70.86695	0	162.3559	135.49695	146.42863	94.61554	52.90796	71.21438	93.88337	92.51659	86.02621	255.5061	102.23747	252.15477	86.89926	165.26328	98.83527	57.079945	159.99678	29.418213	11.538417	25.684425	43.026264	29.008467	63.435837	67.313156	21.309353	101.54026	207.72572	100.47598	44.89091
NODE_844_length_19321_cov_6.975497__full	128.28548	109.25158	102.529526	0	0	33.697304	42.79438	65.74836	0	95.95242	75.45088	71.52332	36.64213	31.747261	26.063808	28.342045	74.63611	89.14628	318.27905	107.71527	282.04965	68.50003	98.21229	168.42735	53.52779	174.25842	33.60087	17.756128	34.92118	27.043291	40.219357	55.8601	46.09684	18.621443	71.139786	105.42474	58.309418	38.678295
NODE_854_length_19133_cov_34.217558__full	0	0	0	120.10091	79.16752	106.01077	65.73035	106.55909	0	89.12965	213.26057	200.88797	214.96242	133.84145	127.273224	108.71624	187.70752	307.32053	107.033714	116.53714	239.54298	75.00954	61.16623	152.26338	64.11308	102.69517	42.807842	36.152943	55.475212	114.25344	68.17764	143.32689	149.03207	107.03395	105.71952	298.71707	165.74979	185.8872
NODE_875_length_18857_cov_16.682429__full	37.663776	0	33.882225	0	0	16.4442	32.735226	0	0	18.585258	27.2994	29.402626	19.466354	20.259666	16.598978	29.148958	92.794914	125.25824	152.44344	95.652435	195.16167	36.230503	24.08321	98.613884	29.15644	65.35042	22.066462	15.72994	25.07246	60.8628	38.673992	39.858765	39.879906	14.831205	26.201105	78.24084	37.5634	32.349884
NODE_934_length_18005_cov_7.566179__full	42.97617	0	32.472157	0	0	24.240807	86.54477	101.22227	97.30745	93.05905	72.172295	77.807045	0	12.069255	0	19.64744	23.0224	46.339867	122.9346	98.95333	173.68042	18.55236	16.008898	31.31031	20.678116	63.547447	19.150146	5.659511	10.688196	12.320827	20.672827	7.0768466	12.714517	19.972498	22.417833	32.178146	14.438492	0
NODE_935_length_17957_cov_8.874342__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.523054	7.8710303	15.455107	13.556685	18.323204	89.34367	7.2444	0	0	6.539777	6.445935	4.3106008	4.550259	7.093093	7.134336	29.588007	0	0	0	25.980595	30.733887	0	0
NODE_942_length_17915_cov_9.079648__full	283.69943	219.70523	242.96222	0	0	0	58.268745	59.911438	68.74051	104.019325	71.87072	86.59741	0	0	0	18.740696	11.405779	22.506536	208.07068	97.22497	218.46558	5.944024	19.97936	15.234473	40.933643	126.9601	33.4727	2.8474576	5.9391456	15.799049	33.498405	18.007881	15.150854	0	84.45062	143.8963	0	13.846644
NODE_943_length_17911_cov_13.690770__full	498.15546	312.19943	368.01782	100.42133	98.31361	107.00438	234.25731	205.38185	409.15396	309.21753	473.63202	334.52686	155.10103	104.21145	86.43973	101.74038	108.26406	120.71292	337.46576	256.16196	398.06387	70.69859	124.107285	172.44754	111.7639	389.97266	104.002	16.989553	35.512043	54.867374	64.376854	103.07582	91.48358	58.351143	301.24698	317.61627	98.46137	89.72067
NODE_947_length_17838_cov_7.438131__full	0	0	0	58.95088	40.074245	63.430843	32.133354	40.298115	0	36.590454	26.239447	37.954647	53.403706	46.782097	34.297802	92.52142	103.60308	115.17456	140.43254	74.75785	168.3993	36.15044	72.34856	144.79164	25.658543	74.652954	17.797487	13.737877	24.862814	36.92393	22.326885	90.2289	84.10779	42.475693	65.23832	104.96596	80.88003	69.93015
NODE_990_length_17314_cov_6.829800__full	0	0	0	0	0	0	0	0	0	39.16274	35.4084	56.995728	27.417725	27.629662	0	0	15.33001	0	28.432806	16.474043	41.24793	7.5535994	9.834218	19.020262	6.044407	18.648886	0	0	0	0	32.197567	0	0	0	0	0	0	0
NODE_1010_length_17064_cov_10.772885__full	0	0	25.459602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.526142	10.411587	10.487585	38.247963	3.2452707	0	19.564766	4.1928535	0	0	8.76721	13.050053	0	33.491394	51.87487	0	0	0	0	0	15.672294
NODE_1036_length_16896_cov_14.859439__full	0	0	0	0	0	21.688097	0	64.52382	0	0	0	0	0	39.115513	0	47.94493	76.61332	64.65532	22.619427	0	22.865313	4.7904725	10.687633	0	0	0	0	9.116043	12.966959	20.881569	58.97996	0	59.37865	0	0	0	0	25.957073
NODE_1058_length_16589_cov_6.727835__full	0	0	0	0	0	0	0	0	0	9.581131	0	0	0	0	0	0	0	0	32.53653	11.80692	98.56964	0	0	0	6.934784	51.824963	16.620058	0	0	0	12.54065	0	0	0	25.575048	26.396904	0	0
NODE_1062_length_16548_cov_9.926439__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.17202	126.8149	0	0	0	11.296342	0	0	0	0	0	40.267548	0	0	0	70.68408	92.40603	0	0
NODE_1066_length_16532_cov_7.605063__full	71.50834	0	56.336407	0	0	49.01743	0	0	0	35.304665	0	39.437805	52.414474	42.42526	36.498642	65.18672	90.86822	107.36686	82.89623	44.311382	104.879135	35.165558	60.145687	114.69832	24.294968	73.12988	18.128187	15.083831	20.9258	36.03242	20.400095	79.847534	71.7405	25.609808	64.64155	93.18285	72.8044	68.649956
NODE_1067_length_16496_cov_6.331219__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.133361	19.349714	24.561514	37.353725	9.395256	29.12031	4.0871396	10.210848	12.790511	3.3426454	13.713499	4.3929443	6.8355765	9.029704	10.387982	13.353793	17.118544	12.260535	0	0	15.93699	0	0
NODE_1093_length_16308_cov_9.790857__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.21528	0	0	0	0	0	0	0
NODE_1116_length_16130_cov_25.530472__full	261.393	142.31386	147.59798	215.84773	138.72166	259.00848	129.42761	201.3711	209.57147	157.178	133.31602	255.54471	127.134056	112.07405	95.3172	325.05374	219.754	241.6766	338.77402	185.53616	509.98727	46.223545	119.95258	168.37909	52.55069	179.64859	51.59074	32.209846	47.2549	114.65067	139.25267	132.99228	169.19246	104.42289	338.26678	378.61063	174.74858	178.6077
NODE_1130_length_15887_cov_7.145427__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.468409	0	0	0	0	0	0	8.686551	3.9428167	0	0	0	29.881256	0	0	0	0	0	0	0
NODE_1136_length_15830_cov_6.838726__full	77.557045	0	64.44444	0	0	18.618055	31.341127	42.037346	0	58.79585	50.198624	48.36692	22.963152	18.861465	17.959467	17.052084	40.5231	52.480865	178.77983	61.409084	161.38733	38.464287	59.727394	90.089005	32.637756	103.79117	19.159935	10.681335	19.76814	16.598143	26.707624	33.073696	20.178005	0	36.558247	58.82249	28.320932	20.053005
NODE_1150_length_15708_cov_7.518034__full	32.18223	0	24.978363	40.392532	0	0	37.37468	0	0	63.71951	69.45287	87.164665	0	0	0	33.42531	7.1641674	14.416024	79.01985	125.53363	271.3237	5.232219	5.5373464	23.713154	58.91395	89.75614	40.501427	0	7.102899	15.715867	34.216225	0	76.320335	24.556484	229.19502	431.8559	38.90774	32.398388
NODE_1166_length_15579_cov_9.146835__full	60.29308	0	37.654354	0	0	20.444876	0	0	0	0	0	0	0	0	0	24.158205	22.395407	74.806725	17.33787	59.100525	156.75984	12.5267515	6.5865197	23.03298	33.15021	20.386765	19.091093	7.6797724	11.054584	22.132786	22.25477	44.857563	67.16166	29.880177	48.032547	115.14819	40.54216	39.13725
NODE_1180_length_15479_cov_14.478739__full	0	0	0	0	0	0	0	52.465317	0	116.09169	110.715805	143.92325	0	0	0	0	0	0	585.4906	327.66116	744.56445	0	0	0	229.0082	437.95694	164.87215	0	0	0	66.7548	0	0	0	245.00928	475.8854	0	0
NODE_1183_length_15476_cov_7.583989__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.263159	0	0	32.509354	0	0	0	0	0	0	0	0	0	0	27.4805	0	0	0	0	0	0	0
NODE_1186_length_15463_cov_5.936670__full	0	0	0	0	0	0	21.592905	0	0	35.88123	31.935064	28.50497	0	0	0	0	0	8.366684	91.69804	46.243706	113.50562	8.182254	9.398026	16.14518	32.39607	90.709785	17.935429	0	0	0	14.134369	0	0	0	14.527171	27.466879	0	0
NODE_1189_length_15442_cov_10.361598__full	35.782696	0	20.49724	46.63993	0	42.16921	34.28284	31.723263	59.84692	37.21825	41.798096	46.17604	42.019615	37.48903	29.769035	42.156204	64.40156	68.70953	60.7391	49.57178	130.30573	32.198196	40.362686	84.57738	18.549694	41.54439	12.005885	14.458951	25.058704	28.081516	23.972755	49.535236	45.03945	30.545626	40.329628	54.426113	56.987576	44.62002
NODE_1192_length_15432_cov_6.413879__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.00858	9.265668	20.526537	0	0	0	0	35.837646	3.8729825	0	0	0	22.196451	0	0	0	0	0	0	0
NODE_1203_length_15271_cov_8.148959__full	33.072674	0	24.582924	0	0	13.416783	0	0	0	0	0	0	0	0	0	19.163862	16.210228	34.903152	11.2197075	31.465868	87.69307	6.1559997	0	17.455286	15.985965	10.871923	13.782276	4.862591	5.16107	13.573224	17.082592	21.33588	45.316704	19.963995	41.17709	88.993385	32.486298	33.710854
NODE_1215_length_15184_cov_22.200862__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.345108	0	34.042713	0	0	0	0	0	0	0	0	0	103.168045	0	0	0	0	0	0	0
NODE_1227_length_15068_cov_15.536108__full	58.765713	0	60.051907	40.211945	67.8235	73.3337	143.0029	109.50499	0	97.56576	128.28477	145.15028	150.61119	123.35895	105.32581	67.710236	149.11223	174.76295	208.65907	108.0064	276.73822	68.48794	93.57641	166.81047	38.188488	76.56017	25.23451	25.13174	49.734585	28.53098	35.52562	69.18871	67.48771	40.789173	56.144325	74.7716	76.93588	60.54282
NODE_1230_length_15032_cov_5.737159__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.79125	39.049126	11.800135	0	3.6858294	0	11.885471	9.727415	16.442139	0	0	0	0	20.032104	17.61871	0	0	0	0	0	0
NODE_1247_length_14872_cov_5.719014__full	0	0	0	29.788906	0	18.519018	0	0	0	10.699774	0	0	0	0	0	22.266565	50.14815	54.63117	141.16747	45.69185	116.01834	10.251019	15.320453	21.476906	12.545283	35.49215	18.188	3.7670188	5.525811	15.488679	12.778566	0	27.415699	0	17.490112	47.8317	17.724527	0
NODE_1255_length_14817_cov_8.512909__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.90675	0	0	0	0	0	0	0
NODE_1294_length_14507_cov_16.201971__full	259.71298	207.34628	380.71246	0	0	28.668962	0	55.686684	0	32.356495	165.41406	157.31525	42.438522	46.36942	30.982744	0	91.335526	85.88942	128.7807	131.45833	397.02197	46.088833	27.17728	29.471252	36.684902	235.55946	28.002476	12.478063	24.579277	40.709743	63.78581	44.907295	44.99706	38.60195	50.017876	56.389694	0	0
NODE_1301_length_14466_cov_8.547922__full	0	0	13.177169	31.20565	33.658623	31.837032	0	0	0	21.30312	0	27.953592	29.458172	28.17973	0	32.26106	72.25982	70.313675	131.96004	54.18299	90.345955	37.370636	70.4619	199.82695	23.262766	59.148457	39.974934	14.394304	30.510477	28.809017	23.31057	35.030807	30.83028	22.887863	49.69393	76.89508	32.477417	46.144962
NODE_1303_length_14459_cov_11.550418__full	0	0	23.885162	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4823356	34.879105	13.027487	14.113906	46.829647	4.9803557	5.8103113	27.030516	4.418666	0	0	10.935476	15.192173	0	41.986023	71.86226	0	0	0	0	0	21.450113
NODE_1305_length_14455_cov_12.499791__full	0	0	0	0	0	9.454524	16.928854	24.795883	0	13.088156	14.551845	0	0	11.221747	0	24.16536	36.110836	30.761242	122.24769	54.795574	149.60793	14.389825	15.06167	41.19899	10.782369	75.28427	14.372272	4.5287766	9.805514	9.193476	18.088388	15.288077	18.25903	0	21.05398	27.383223	0	0
NODE_1343_length_14116_cov_9.765356__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.243435	104.62999	91.28608	130.14742	105.52665	219.12013	24.18568	20.829832	73.80127	17.358473	56.563725	13.078918	40.098488	41.147972	32.350517	76.311615	30.706842	103.30613	64.63317	130.09212	136.61043	89.063644	74.325455
NODE_1364_length_13937_cov_6.937852__full	0	0	0	0	0	16.276009	31.537674	39.26376	0	28.52188	48.604076	51.70054	35.356274	28.507534	16.986864	22.162867	56.141106	42.889194	84.82408	64.090416	144.53792	33.368847	59.75679	87.90934	23.649126	73.55105	17.61673	12.154324	20.345636	14.569667	21.46144	54.551777	28.056007	13.713837	30.425417	39.91482	26.633572	23.105005
NODE_1389_length_13738_cov_8.873891__full	0	0	0	57.52003	33.483646	66.377106	51.973263	94.21954	0	0	85.80867	0	0	0	22.866966	95.233444	43.009975	148.55339	33.085445	39.66304	170.13582	0	6.180376	34.07367	0	0	0	14.686999	18.846525	29.225512	16.747015	0	18.928782	19.305151	20.329435	0	46.34023	0
NODE_1445_length_13438_cov_6.500262__full	0	0	0	0	0	0	0	0	0	21.438545	30.10393	28.742392	0	0	0	0	25.998913	18.615385	96.07742	39.306355	85.85268	4.4410534	13.633529	22.531605	14.07826	81.28345	19.371572	3.6300168	10.545735	5.6928096	20.262709	0	0	0	30.659698	44.63704	0	0
NODE_1476_length_13179_cov_8.143731__full	0	0	0	0	0	0	0	39.909355	0	40.84847	0	50.390553	0	0	0	28.22981	30.299822	98.42637	169.55872	83.83252	215.3358	29.036327	43.68176	68.8576	43.140957	103.26256	28.828344	11.412126	18.397203	22.202438	40.733265	138.41801	43.322845	23.771467	77.3335	90.13439	47.289333	49.568687
NODE_1489_length_13087_cov_6.190715__full	0	0	0	16.434092	0	10.476514	0	0	0	0	0	0	10.291885	20.69137	34.325634	45.649635	28.96316	40.509575	0	0	0	10.599742	8.189781	10.604551	0	0	0	11.18334	6.875397	0	10.511378	17.952684	22.371233	0	0	0	56.026966	37.269386
NODE_1502_length_13045_cov_6.807122__full	21.798311	0	17.946842	0	0	29.170414	35.06298	37.597397	88.972946	68.826744	71.15784	53.923065	27.075127	21.939434	20.945808	21.284225	23.798914	40.329975	18.544584	40.92358	102.39614	16.780392	8.4972	20.479624	25.228827	21.493668	17.931765	4.695615	9.252434	9.902904	20.520807	31.680538	25.577496	14.005686	48.031532	61.164383	27.411648	23.101921
NODE_1521_length_12932_cov_21.727967__full	28.770689	0	46.726616	0	0	50.8391	27.815456	64.333015	74.940544	97.06155	219.58128	114.7347	129.4123	139.34789	40.15186	40.009476	111.456535	115.45645	118.10231	104.94245	202.07832	61.907074	39.378998	86.126564	86.7387	161.54033	52.781902	15.778772	17.331623	53.509647	51.299114	146.43602	92.78538	24.083624	103.16837	160.96889	79.96114	78.387955
NODE_1538_length_12855_cov_10.047742__full	0	0	0	56.066025	84.955315	78.13922	138.07425	101.95663	92.79091	81.26778	93.96353	116.30022	96.91859	111.2286	70.36528	81.5666	145.65028	171.64294	148.23244	116.85046	289.83743	57.518497	84.7087	113.46611	31.446611	63.78592	20.79624	30.591955	48.07591	52.9108	40.670486	77.78408	87.37604	61.20061	72.837166	87.49558	77.70809	71.07722
NODE_1574_length_12666_cov_14.819686__full	421.38727	360.70343	337.84894	52.52299	0	88.7986	107.473015	75.58157	164.08476	120.00719	112.78351	135.18347	56.46556	42.26762	37.032753	54.452335	149.4148	110.8642	308.56168	130.53355	306.1178	63.43751	146.19191	195.8435	58.416565	218.5616	53.15631	31.787592	44.945057	36.52015	56.61264	79.31928	59.341293	41.122047	94.345024	96.85035	66.47755	72.18587
NODE_1625_length_12382_cov_11.817390__full	0	0	0	54.60518	0	94.64923	45.080383	69.08438	0	0	58.029247	0	0	0	0	100.0109	49.442326	175.35022	30.548592	66.52698	174.51563	0	0	14.849591	5.4055405	0	0	17.616802	16.582743	45.67457	45.07911	0	19.87139	0	31.569756	0	49.215984	0
NODE_1626_length_12379_cov_5.782818__full	89.29845	0	57.61806	0	0	0	0	0	0	33.330246	0	0	0	0	0	0	0	0	131.54347	50.16762	117.09276	0	0	0	28.95085	96.49114	26.177433	0	0	0	31.309166	0	0	0	79.85927	95.40638	0	0
NODE_1695_length_12071_cov_21.822753__full	633.56213	854.22284	583.7612	105.60612	125.15258	160.1977	97.860565	164.11511	120.986855	247.20142	134.10355	175.8627	125.072044	90.81182	94.65458	106.19797	173.01166	162.31802	328.6052	215.15527	636.3676	60.12014	89.08696	253.13766	123.9026	330.79794	81.464066	16.573772	30.224625	56.79495	70.76363	130.34906	137.63705	78.279335	290.10504	400.60846	127.66241	132.43686
NODE_1701_length_12043_cov_5.620563__full	0	0	25.235031	0	0	0	0	0	0	0	0	0	0	0	0	0	7.330033	0	0	0	12.694255	0	0	0	0	12.892106	0	0	0	0	26.024195	0	0	0	0	0	0	0
NODE_1724_length_11931_cov_5.499746__full	222.01405	155.05272	149.9783	56.16778	48.707348	48.827877	42.54909	27.0282	0	44.186363	58.03329	46.503727	53.567104	35.03395	42.009525	26.380363	41.55145	56.335094	19.661133	60.7413	128.26662	16.514854	8.163067	26.935112	22.215033	18.027634	13.591153	8.065925	16.29671	20.364614	13.469772	36.750824	24.943035	14.093182	32.593983	35.522305	21.358484	21.31642
NODE_1726_length_11929_cov_24.065934__full	207.4095	182.97473	168.84834	91.93719	100.208336	94.06819	109.58379	113.21079	129.9968	144.97577	165.2538	157.8871	101.178154	67.968025	95.225784	85.34962	135.93153	183.33293	156.35423	131.50449	338.70413	42.71027	68.09639	142.06328	72.05008	158.0314	54.465057	27.305857	45.05036	43.13355	67.98104	69.07715	85.42931	51.96124	224.40498	331.59598	94.85466	93.958694
NODE_1742_length_11856_cov_9.333929__full	0	0	0	108.82954	76.69988	108.56853	119.49402	109.79831	89.29433	47.12747	83.288246	74.02259	107.44201	74.5094	96.090355	111.58058	199.50171	235.61551	146.50446	65.77866	214.70482	55.46441	75.711464	145.57127	14.847855	70.558846	16.243166	30.65746	42.99421	56.934414	36.8153	84.14873	118.55742	88.790245	63.958145	77.021545	107.09937	83.476845
NODE_1760_length_11784_cov_8.525203__full	56.215908	0	43.355804	89.847595	62.455597	83.05357	56.082314	0	0	38.906418	37.738445	58.709797	63.90088	58.225937	54.620895	128.20073	117.46725	200.78008	35.902596	113.99895	276.26825	53.41167	14.150306	62.03686	36.73644	30.424847	20.510313	37.46696	61.690605	65.202156	57.639706	90.73634	120.35542	74.01461	106.24112	149.6442	141.6672	98.09301
NODE_1770_length_11742_cov_4.915400__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.425436	0	0	0	0	21.851543	0	0	0	0	0	0	0
NODE_1771_length_11738_cov_4.747745__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0051775	17.387344	0	10.537776	28.321573	0	0	0	0	0	0	4.169703	5.8428574	9.586673	19.98629	0	0	0	0	0	0	0
NODE_1778_length_11717_cov_21.771561__full	0	0	0	64.23072	51.62847	84.2433	208.03073	171.24051	129.36058	192.63913	168.89001	164.03717	72.5328	49.150322	39.626358	127.798965	320.535	290.7903	734.7546	311.04706	541.2748	115.09451	218.43857	270.06427	98.741714	453.25357	109.80646	52.138123	73.79474	74.430695	103.9683	171.06013	117.275955	86.8127	163.24829	232.22852	121.87532	91.79598
