Contig	T0_A Trimmed Mean	T0_B Trimmed Mean	T0_C Trimmed Mean	T1H218OP_A Trimmed Mean	T1H218OP_B Trimmed Mean	T1H218OP_C Trimmed Mean	T1H218O_A Trimmed Mean	T1H218O_B Trimmed Mean	T1H218O_C Trimmed Mean	T1H2OP_A Trimmed Mean	T1H2OP_B Trimmed Mean	T1H2OP_C Trimmed Mean	T1H2O_A Trimmed Mean	T1H2O_B Trimmed Mean	T1H2O_C Trimmed Mean	T2H218OP_A Trimmed Mean	T2H218OP_B Trimmed Mean	T2H218OP_C Trimmed Mean	T2H218O_A Trimmed Mean	T2H218O_B Trimmed Mean	T2H218O_C Trimmed Mean	T2H2OP_A Trimmed Mean	T2H2OP_B Trimmed Mean	T2H2OP_C Trimmed Mean	T2H2O_A Trimmed Mean	T2H2O_B Trimmed Mean	T2H2O_C Trimmed Mean	T3H218OP_A Trimmed Mean	T3H218OP_B Trimmed Mean	T3H218OP_C Trimmed Mean	T3H218O_B Trimmed Mean	T3H218O_C Trimmed Mean	T3H2OP_A Trimmed Mean	T3H2OP_B Trimmed Mean	T3H2OP_C Trimmed Mean	T3H2O_A Trimmed Mean	T3H2O_B Trimmed Mean	T3H2O_C Trimmed Mean
NODE_10057_length_2900_cov_49.365584	93.87601	74.67286	76.18659	149.06502	65.50081	74.233444	449.2601	399.3017	784.5634	1813.6926	3007.448	1120.2957	139.95436	181.42003	141.1357	441.7835	129.05089	134.38692	1165.0416	282.55695	1090.2197	88.132065	70.33118	134.48222	922.5267	798.4742	198.84734	31.800484	41.40711	86.76009	198.8748	184.82593	97.05735	64.56866	500.83844	663.14984	133.52342	108.95113
NODE_101733_length_1187_cov_7.590993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.487701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10199_length_5772_cov_12.944121	0	0	0	0	0	0	0	0	0	198.93222	169.96799	68.965416	36.52332	22.22569	0	0	0	0	23.040316	0	0	18.241106	20.005533	7.7934785	20.717392	51.18676	8.223716	0	0	0	0	50.992096	0	0	0	19.108301	0	0
NODE_10265_length_6235_cov_13.261571	0	0	0	0	0	0	69.45134	40.90761	0	51.380867	58.416653	45.62589	22.669163	35.48932	0	0	8.533687	20.838598	46.621326	11.121782	50.054043	12.656747	12.904875	31.74968	6.328647	11.354209	4.569655	0	0	0	0	16.634472	0	0	0	0	0	0
NODE_103072_length_1402_cov_1.132771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.055851	11.412234	0	1.2890071	0	0	0	0	0	0	51.47429	0	0	0	0	0	0
NODE_10338_length_5618_cov_14.936220	0	0	0	0	0	0	0	0	0	25.470743	85.565216	0	0	0	0	0	0	0	61.00752	0	28.772247	0	0	0	0	23.976229	0	0	0	0	0	0	0	0	0	0	0	0
NODE_104767_length_1164_cov_5.176526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.67396	0	15.745076	0	0	0	0	7.188184	0	0	0	0	0	0	0	0	0	0	0	0
NODE_105347_length_1273_cov_6.166951	0	0	0	0	0	0	0	72.34322	0	15.818991	0	0	0	0	0	0	0	0	4.4530168	0	23.87735	0	0	0	0	7.331355	0	0	0	0	0	0	0	0	0	0	0	0
NODE_105611_length_1271_cov_4.700512	0	0	0	0	0	0	0	0	119.86819	0	0	0	0	0	0	0	0	0	0	0	23.827553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10577_length_2459_cov_11.841525	0	0	0	0	0	19.171717	0	0	0	0	0	0	0	0	0	0	10.27417	0	9.572391	5.05772	10.415585	0	0	0	0	0	0	0	0	0	0	0	6.007215	0	0	0	0	0
NODE_105997_length_1268_cov_4.350727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.045635	17.37897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_106398_length_1371_cov_1.804245	0	0	0	0	0	15.533212	0	0	0	0	0	0	0	0	0	0	0	16.33849	0	5.020018	14.957233	6.7060966	6.2156506	6.7643313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_106985_length_1154_cov_2.474882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.068584	0	0	0	0	0	0	0	0	0	0	0	0
NODE_109714_length_1011_cov_2.111842	0	0	0	0	0	0	0	0	0	15.144516	0	0	0	0	0	0	0	0	28.175484	7.4980645	14.381935	0	0	0	0	12.0180645	1.7032259	0	0	0	0	0	0	0	0	0	0	0
NODE_109814_length_1160_cov_7.349670	0	0	0	0	0	0	0	0	0	6.8032966	0	0	0	0	0	0	0	14.210989	0	0	15.030769	0	9.1516485	21.940659	2.9021978	0	0	0	0	6.89011	0	25.064835	14.8945055	0	0	0	0	0
NODE_1111_length_2365_cov_216.589144	0	0	0	0	76.48221	0	0	0	832.3439	0	0	0	0	0	0	20.298746	68.362404	27.292732	0	15.049123	13.199499	0	0	0	0	0	0	8.877694	0	0	0	0	0	0	0	0	0	0
NODE_111360_length_1329_cov_1.439837	30.406397	0	0	0	0	0	0	0	0	24.184383	0	0	0	0	0	0	7.507996	0	0	0	16.983067	5.112888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_112399_length_1142_cov_5.827421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.822148	28.543625	2.6577182	0	23.96085	0	3.1196868	0	0	0	0	0	0	0	0	0	0	0	0
NODE_114170_length_1068_cov_3.006192	0	0	0	0	0	0	0	0	0	29.264492	0	0	0	0	0	0	11.472222	0	11.351449	0	17.966183	0	10.874396	16.015701	0	8.181159	0	0	0	0	0	0	0	0	0	0	0	33.113525
NODE_11709_length_5702_cov_13.506157	0	0	0	0	0	0	55.37135	0	0	0	0	0	0	0	0	0	49.233692	26.466988	41.242096	0	56.139256	3.2615047	0	19.284513	0	0	0	4.3465385	0	0	0	0	0	0	0	0	0	0
NODE_11790_length_3562_cov_5.864857	0	0	0	0	0	0	0	0	0	61.23633	71.15365	84.87174	0	0	0	0	28.461588	29.504557	64.461266	14.625977	42.981445	7.4186196	12.472656	29.351236	18.30664	90.42871	25.203451	9.323894	0	0	30.294922	14.161133	0	0	49.59245	35.97754	0	0
NODE_11800_length_5672_cov_30.526287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.015291	12.302817	152.84064	0	0	0	6.104024	0	0	0	0	0	6.4094567	0	0	0	0	0	0	0
NODE_118591_length_1072_cov_5.450154	0	0	0	0	0	0	33.396385	0	0	19.126507	0	0	0	0	0	0	0	0	20.431326	0	15.3566265	0	0	0	0	5.8650603	4.4216866	0	0	0	0	0	0	0	0	0	0	0
NODE_118950_length_1070_cov_5.016478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.963768	0	0	0	0	11.684783	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_119103_length_1069_cov_6.097938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.720144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11979_length_2555_cov_18.592427	0	0	0	113.47298	81.599075	33.60231	0	0	0	73.66698	0	0	43.452194	41.442955	0	0	14.9011545	21.593533	0	0	0	13.15612	14.374134	26.559353	0	0	0	8.023557	0	0	0	0	0	0	0	0	0	0
NODE_119898_length_1071_cov_1.291152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5030155	0	0	0	0	0	0	0	0	0	0	0	0
NODE_120430_length_1165_cov_12.787992	0	0	0	0	0	0	0	0	0	30.186886	24.92022	0	0	0	0	0	0	0	12.109289	4.0797815	41.842625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.56612	0	0
NODE_12097_length_5577_cov_16.362359	0	0	0	0	0	0	0	0	0	0	0	0	34.357624	37.255474	0	0	110.116066	17.130808	0	5.7651997	50.264893	12.705015	3.9140224	29.624361	0	0	0	6.47349	5.4290686	0	0	0	0	18.614124	0	0	19.280655	0
NODE_121644_length_1250_cov_2.725456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.635353	0	15.9171715	0	8.634343	7.088889	0	0	0	0	0	2.8343434	0	0	0	0	0	0	0	0	0	0
NODE_12219_length_4646_cov_84.531559	0	0	0	0	0	54.917492	0	0	0	33.691948	0	0	44.802372	34.12574	0	159.02124	573.2794	355.78336	28.585474	5.756917	36.648964	127.07263	282.563	612.7115	9.657362	27.389082	5.8011365	139.94096	161.30385	258.72406	10.429842	1356.8861	581.91675	124.33473	16.297678	36.13266	488.85352	344.37277
NODE_12239_length_5179_cov_13.528937	0	0	0	149.9503	0	34.575214	0	0	0	0	0	0	36.90126	39.326485	0	0	9.054783	25.60106	0	0	0	17.7981	30.70687	56.605476	0	0	0	7.501215	0	0	0	0	39.639717	0	0	0	0	33.01458
NODE_122830_length_1054_cov_1.424084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1695333	0	0	0	0	0	0	0	0	0	0	0	0
NODE_122842_length_1076_cov_6.723644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.231415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_123485_length_1147_cov_5.527672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.25139	0	25.452724	0	0	0	6.5116796	0	0	0	0	0	4.294772	0	0	0	0	0	0	0
NODE_12365_length_4981_cov_9.190701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.51989	0	18.023914	0	0	0	0	14.263049	0	0	0	0	0	0	0	0	0	0	0	0
NODE_12408_length_5480_cov_9.002602	0	0	0	0	0	0	0	0	0	56.764694	53.999165	46.43435	0	0	0	0	14.981033	0	20.510838	14.685494	38.21384	6.9422674	0	0	6.2052937	10.739683	4.418716	0	0	0	0	0	0	0	0	0	0	0
NODE_12753_length_4884_cov_18.056844	0	0	0	0	0	0	0	0	0	68.60558	0	0	0	0	0	0	0	0	77.62694	24.697794	104.42163	0	0	0	33.858284	134.15486	43.112858	0	0	0	27.041296	0	0	0	118.3489	175.95238	0	0
NODE_12771_length_3452_cov_6.121384	0	0	0	0	0	0	0	0	0	18.877523	0	0	0	0	0	26.459286	54.263123	46.163525	32.72409	41.147713	85.62349	9.609017	33.158817	16.1642	4.816285	7.9932704	10.272544	29.519852	27.542397	27.383917	13.158479	0	24.182705	0	0	23.443472	0	0
NODE_128015_length_1120_cov_5.197845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.430206	0	0	0	0	9.292906	0	0	0	0	0	0	0	0	0	0	0	0
NODE_128462_length_1017_cov_3.542484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.020487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_129462_length_1112_cov_4.916091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.28522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_12992_length_2424_cov_9.478710	0	0	0	0	0	0	0	0	0	36.948242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_13154_length_5912_cov_8.461724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.189358	16.408985	0	0	0	4.201311	0	14.21211	0	0	0	0	12.870998	6.1864634	4.9379096	0	0	0	0	0	0	0
NODE_13280_length_4171_cov_5.306974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.872341	19.443216	20.706549	19.61039	0	0	0	5.880906	0	0	0	0	0	16.437138	0	0	0	0	0	0	0
NODE_13441_length_4460_cov_6.091034	0	0	0	0	0	0	0	0	0	0	0	0	0	22.465721	0	0	0	0	10.493557	0	0	7.0121136	23.378866	30.460052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_134462_length_1085_cov_4.004057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.516014	4.4021354	8.409253	0	0	0	0	4.6666665	0	0	0	0	0	0	0	0	0	0	0	0
NODE_134470_length_1014_cov_4.336612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.073265	0	23.744215	0	7.766067	15.876607	0	8.3161955	0	0	0	0	0	36.79563	0	0	0	0	0	0
NODE_13568_length_3025_cov_4.281271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.874855	0	0	0	0	0	0	0
NODE_13727_length_4747_cov_19.523451	0	0	0	0	0	0	0	0	0	119.712006	84.05533	0	0	0	0	0	0	0	28.88089	15.925102	27.27712	0	0	0	26.184828	84.85648	8.803334	0	0	0	0	0	0	0	24.57381	0	0	0
NODE_13773_length_4625_cov_31.436368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.05411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_13776_length_4767_cov_18.254284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.537407	0	16.166466	0	12.455617	4.1972575	13.447198	75.03536	0	0	0	5.3399086	14.789992	4.720712	0	43.156605	43.60789	0	0	0	0	32.929035
NODE_138335_length_1113_cov_5.523669	0	0	0	0	0	0	0	0	0	4.5201845	14.394464	0	0	0	0	0	14.420992	0	16.933104	2.2687428	8.71857	2.7970011	3.6378317	4.6343713	2.27797	7.4625144	0	0	2.1130335	0	0	9.911188	0	0	7.3598614	12.56632	0	0
NODE_138463_length_1064_cov_5.703627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.319175	0	10.65534	0	19.98665	3.3191748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_13853_length_3463_cov_2.332937	0	0	0	0	0	0	0	0	0	8.622192	0	0	0	0	0	0	0	0	11.169292	0	11.059001	3.3563526	0	4.396916	3.867583	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_13905_length_2654_cov_13.046575	0	0	0	214.56345	185.00044	152.45032	0	0	0	28.997782	0	0	42.110027	52.779945	41.790596	0	28.022182	46.177464	14.685892	0	0	25.57276	35.293255	38.648182	0	0	0	7.356699	7.9325643	0	0	0	67.36779	0	0	0	0	0
NODE_13919_length_4699_cov_8.459348	0	0	0	0	0	0	0	0	0	40.718925	0	0	0	0	0	0	0	0	63.547985	29.822954	114.57998	0	0	0	11.598535	35.910133	7.122833	0	0	0	13.762881	0	0	0	26.119658	33.591454	0	0
NODE_13975_length_4577_cov_21.966280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.239395	14.474028	46.934757	0	0	0	0	0	0	0	0	0	6.4968634	0	0	0	0	0	0	0
NODE_14060_length_5629_cov_5.537432	0	0	0	0	0	20.667747	0	0	0	63.186703	0	0	46.065884	52.80438	0	0	0	0	12.882222	0	16.526049	21.308332	23.677275	40.284412	0	11.945469	0	0	0	0	0	0	81.44375	0	0	0	0	0
NODE_14107_length_5616_cov_6.071959	0	0	0	0	0	0	65.849594	48.178047	0	30.3313	31.762602	0	42.235367	31.756504	0	0	19.865854	26.644512	24.40305	14.712399	103.11748	21.716463	11.703455	46.316055	5.493089	7.381911	4.570935	4.541057	0	7.1609755	5.5538616	36.553864	0	0	0	0	0	0
NODE_141300_length_1098_cov_2.515516	29.980093	0	31.139345	0	0	0	0	0	0	13.199063	0	21.1089	19.247072	0	0	0	9.783372	0	0	7.966042	14.348947	4.844262	6.847775	22.714285	0	0	0	1.823185	0	0	0	0	0	0	0	0	0	0
NODE_14421_length_4159_cov_21.874138	0	0	0	0	101.666664	0	0	0	0	0	0	0	0	0	0	53.58354	0	89.01995	13.202549	0	35.21668	0	0	0	0	0	0	12.041563	14.269326	0	0	0	0	0	0	0	0	0
NODE_14469_length_3929_cov_3.495822	0	0	0	0	0	0	0	0	0	21.459301	0	0	0	0	0	0	0	0	21.157803	6.013811	16.177784	3.7223039	0	8.696151	0	8.282986	0	0	0	0	0	17.386717	0	0	0	0	0	0
NODE_14719_length_4527_cov_9.729223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.56204	9.675463	29.943161	6.478051	0	13.227861	5.505709	64.67064	5.919056	0	0	0	0	0	0	0	0	0	0	0
NODE_147206_length_1099_cov_1.194000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.704094	0	0	0	0	0	0	0	0	4.6327486	0	0	0	0	0	0	0	0	0	0	0	0
NODE_149349_length_1057_cov_4.052192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.872705	16.002447	0	0	17.50918	5.2215424	0	19.243574	0	0	0	0	0	0	6.406365	28.725826	0	0	0	0	0	0
NODE_149867_length_1010_cov_7.612514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.158915	0	31.984497	0	2.5232558	0	0	8.165375	0	0	0	0	0	0	0	0	0	0	0	0
NODE_150218_length_1084_cov_1.302538	0	0	0	0	0	7.646081	0	0	0	11.698338	0	0	0	0	0	11.747031	0	0	16.299288	0	12.364608	3.2482185	0	0	3.8408551	4.9275537	0	0	0	0	0	0	0	0	7.9916863	0	0	0
NODE_15696_length_4668_cov_16.225432	32.004425	0	39.825466	0	0	0	124.047195	113.12709	0	159.47787	162.25615	98.824974	42.27286	27.676254	34.97714	0	35.20698	36.536873	89.719025	34.485497	69.05629	26.803097	33.57817	67.39749	8.247787	60.68707	15.633727	0	0	0	0	0	0	0	0	0	0	0
NODE_16115_length_4586_cov_14.616002	0	0	0	0	0	0	0	0	0	25.217827	0	0	0	0	0	0	0	0	31.83325	19.94567	60.043064	0	0	0	6.4989986	29.343014	10.413119	0	0	0	6.18678	0	0	0	0	0	0	0
NODE_16508_length_2062_cov_29.995415	0	0	0	0	0	0	52.898373	0	0	117.61324	114.50929	34.227062	0	0	0	0	0	0	29.268873	8.361208	20.163183	0	0	0	12.349012	23.321718	8.582462	0	0	0	0	0	0	0	15.2735195	33.947155	0	0
NODE_16515_length_4193_cov_4.777479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.572136	0	18.583128	0	0	0	3.4844737	16.078867	2.824677	0	0	0	0	0	0	0	0	0	0	0
NODE_16626_length_3031_cov_4.094816	0	0	0	0	0	0	0	0	0	79.60933	98.643654	75.919395	0	0	0	0	0	0	34.84458	13.677208	45.243347	4.8900886	0	0	24.552256	25.843039	9.08253	0	13.919013	0	9.075203	0	0	0	82.98496	35.000385	0	0
NODE_16671_length_4478_cov_11.406257	0	0	0	0	0	0	0	0	0	29.27387	0	0	0	0	0	0	0	0	39.691223	16.209702	47.890656	0	0	0	4.00154	18.564425	4.716889	0	0	0	0	0	0	0	0	0	0	0
NODE_1714_length_3675_cov_44.300056	0	0	0	101.10432	141.26537	89.65238	0	0	0	23.43555	0	0	0	29.190672	0	0	15.073748	0	0	0	0	11.87173	23.70312	25.079735	0	0	0	0	0	0	0	0	17.837692	0	0	0	0	0
NODE_17231_length_2049_cov_13.643077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.372297	3.8229105	0	0	0	20.396845	0	0	0	0	51.68264
NODE_17458_length_4342_cov_9.743106	0	0	0	0	0	0	0	0	0	110.72257	55.082405	65.35215	0	30.469793	0	0	15.103074	0	14.467673	13.423159	61.36778	14.437732	13.401166	20.32936	7.4062004	16.528088	5.878908	0	0	0	8.965554	0	21.90673	0	15.892952	0	0	0
NODE_17632_length_4845_cov_3.645386	0	0	0	0	0	0	53.99148	39.55524	0	132.92642	72.87533	43.09416	39.234444	29.868938	20.217886	0	0	0	35.699314	7.592146	42.4308	14.308256	12.164892	11.501537	4.770996	20.248167	4.95718	0	0	0	0	0	0	0	0	0	0	0
NODE_17734_length_4821_cov_4.477552	0	0	0	100.13983	105.55767	104.27681	0	0	0	34.795483	0	0	39.44447	62.33175	0	0	23.458027	42.95196	0	0	0	19.019976	32.4975	47.33056	0	0	0	7.9072533	7.311296	0	0	0	34.471107	0	0	0	0	0
NODE_18404_length_1389_cov_10.031783	0	0	41.101162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_18485_length_4691_cov_2.798780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.515292	16.613653	0	0	0	11.181796	11.5823345	37.063374	0	0	0	4.2302423	10.016883	0	0	47.09151	25.094446	0	0	0	0	17.443357
NODE_18667_length_3573_cov_6.956534	0	0	0	0	0	0	88.40929	63.106133	0	160.38786	103.14573	55.438496	49.64557	42.0185	58.78189	0	27.682571	0	18.437195	8.886076	28.264524	28.680948	33.412853	40.326843	2.9542356	8.820513	7.34729	0	0	0	0	0	0	0	0	0	0	0
NODE_18795_length_4586_cov_9.453087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.947422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_19317_length_2589_cov_2.414056	0	0	0	0	0	0	0	0	0	47.789257	0	0	0	0	0	0	0	18.296768	30.672281	5.386436	19.611744	13.209831	17.019571	32.404644	3.4255803	18.843422	5.6049156	10.512517	7.1383705	0	28.438326	0	20.868458	0	17.709148	21.471552	31.01047	22.197998
NODE_20184_length_2513_cov_4.243579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.503527	0	0	0	0	0	0	0	0	0	0
NODE_21465_length_4232_cov_2.426809	0	0	0	37.029125	0	49.883507	31.328253	0	0	0	0	0	17.379423	0	22.725096	24.767284	45.894936	47.231354	23.026947	12.494285	38.63718	4.6423516	12.5718565	23.82036	0	7.9210668	0	6.4605336	8.246597	8.069679	0	0	23.347033	0	17.639359	0	24.903376	0
NODE_21802_length_3715_cov_9.644358	0	0	0	0	0	0	93.981926	0	0	111.30383	55.237457	0	58.25491	0	50.28233	0	19.13462	0	11.830165	0	41.940166	21.133999	11.57775	37.532253	0	10.632596	5.9803677	0	0	0	0	0	0	0	0	0	0	0
NODE_22064_length_1113_cov_13.620316	0	0	0	0	0	0	0	0	0	0	38.5594	0	0	0	0	0	0	0	13.990773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_22175_length_1703_cov_12.389651	0	0	0	0	0	0	0	0	0	49.419586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_22252_length_3348_cov_9.643583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.605556	0	19.498611	0	0	0	0	5.702778	0	0	0	0	0	0	0	0	0	0	0	0
NODE_22281_length_1940_cov_8.971754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.916874	0	0	0	0	0	0	0	0	32.849876	0	0	0	0	0
NODE_23283_length_3550_cov_8.038250	0	0	16.367973	0	0	21.19281	0	0	0	0	0	0	0	0	0	9.850981	10.765033	0	12.099346	6.9722223	20.488562	0	0	6.1251636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_23620_length_3057_cov_6.491886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.15514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_23987_length_3913_cov_3.565548	0	0	0	64.7204	107.564514	55.969883	0	0	0	53.415707	0	0	64.74992	59.215233	38.074993	0	28.409801	51.744907	17.523176	0	0	30.657219	52.459995	71.78595	0	0	0	13.679658	16.403896	8.676705	0	0	78.87422	0	0	0	0	35.36345
NODE_24662_length_3781_cov_11.038023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.81156	16.59376	0	0	10.101866	2.847354	7.30621	11.19119	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_25230_length_2686_cov_3.967143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.238178	0	16.127846	21.24606	0	0	0	0	0	0	3.5499125	0	0	0	0	0	0	0	0	0	0
NODE_25839_length_3027_cov_6.903689	0	0	0	0	0	0	0	0	0	40.352375	0	0	0	0	0	0	0	0	33.255886	11.824006	47.231956	0	0	0	7.169047	19.030104	4.8348126	0	0	0	0	0	0	0	0	0	0	0
NODE_25855_length_2243_cov_2.022854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5915117	8.946419	0	0	0	0	0	0	0	0	0	0	0	0
NODE_25908_length_3298_cov_11.928728	94.02117	0	59.682076	0	0	0	0	0	0	44.419197	59.81334	41.73324	19.33592	0	0	0	7.997177	0	17.185604	17.09492	42.368385	5.815102	11.937897	0	9.772407	17.792166	3.8443894	0	0	0	0	0	0	0	15.140437	0	0	0
NODE_2637_length_5026_cov_31.537447	133.2164	0	107.08201	0	0	18.969933	61.792255	59.857403	0	71.85125	0	0	0	0	0	0	11.0890665	0	28.109339	12.210479	73.74305	8.400228	0	14.434852	7.1790433	0	4.6416855	0	0	0	0	0	0	0	17.24852	18.847609	0	0
NODE_26612_length_3635_cov_2.868778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.063118	13.806822	0	0	0	0	0	0	0	0	0	16.741472	0	0	0	0	0
NODE_27155_length_3583_cov_3.630023	0	0	0	0	0	0	0	0	0	0	0	0	0	32.133938	0	0	0	14.584924	0	0	17.327078	13.840181	11.13329	0	0	0	0	4.236493	8.925267	0	0	0	0	0	0	0	0	0
NODE_27339_length_1073_cov_13.045175	40.720818	0	52.454872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.922984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_27399_length_2532_cov_4.822030	0	0	0	0	0	0	0	0	0	31.633862	0	0	0	0	0	0	0	0	35.84515	15.215485	22.461287	0	0	0	4.2705226	10.011661	0	0	0	0	3.2919776	0	0	0	0	0	0	0
NODE_28062_length_1658_cov_10.722258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.64433	0	0	8.949926	0	0	4.091311	0	0	0	0	0	41.346096	0	0	0	0	0
NODE_29669_length_2750_cov_5.817427	0	0	0	0	0	0	0	0	0	18.511967	0	0	0	0	0	0	0	0	22.839315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3174_length_4857_cov_37.036990	0	0	0	0	0	0	0	0	0	0	0	0	0	148.89261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_32175_length_1836_cov_2.009787	0	0	0	0	0	0	0	0	0	7.756917	0	0	0	0	0	0	0	0	9.575758	0	14.762846	0	0	11.758235	0	0	3.185112	0	0	0	0	0	0	0	0	0	0	0
NODE_3225_length_4548_cov_26.020454	47.043182	0	103.00985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_32486_length_3164_cov_2.867863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43773	0	0	0	8.1757555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_32518_length_1273_cov_9.276831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8308606	7.692384	0	0	0	0	0	0	0	33.94065	0	0	0	0	0	0
