Contig	T0-E-Dry-soil-A Mean	T0-E-Dry-soil-B Mean	T0-E-Dry-soil-C Mean	T1-E-H218O-A Mean	T1-E-H218O-B Mean	T1-E-H218O-C Mean	T1-E-H218O-P-A Mean	T1-E-H218O-P-B Mean	T1-E-H218O-P-C Mean	T1-E-H2O-A Mean	T1-E-H2O-B Mean	T1-E-H2O-C Mean	T1-E-H2O-P-A Mean	T1-E-H2O-P-B Mean	T1-E-H2O-P-C Mean	T2-E-H218O-A Mean	T2-E-H218O-B Mean	T2-E-H218O-C Mean	T2-E-H218O-P-A Mean	T2-E-H218O-P-B Mean	T2-E-H218O-P-C Mean	T2-E-H2O-A Mean	T2-E-H2O-B Mean	T2-E-H2O-C Mean	T2-E-H2O-P-A Mean	T2-E-H2O-P-B Mean	T2-E-H2O-P-C Mean	T3-E-H218O-A Mean	T3-E-H218O-B Mean	T3-E-H218O-C Mean	T3-E-H218O-P-A Mean	T3-E-H218O-P-B Mean	T3-E-H218O-P-C Mean	T3-E-H2O-A Mean	T3-E-H2O-B Mean	T3-E-H2O-C Mean	T3-E-H2O-P-A Mean	T3-E-H2O-P-B Mean	T3-E-H2O-P-C Mean
NODE_1804_length_22246_cov_16.366099__full	0.012671977	0.06335989	0	0	0	0	0	0	0	0.049782768	0	0	0	0	0	0.019007966	0	0	0	0	0	0	0	0.037653875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1806_length_22230_cov_10.592472__full	0.0063405796	0.038043477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1810_length_22180_cov_9.149540__full	0.36191556	0.3685883	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063549704	0	0	0	0	0	0.07625964	0	0.012709941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1816_length_22145_cov_15.590629__full	0.39463514	1.0693339	0	0.012730166	0	0	0	0	0	0	0.012730166	0	0	0	0	0.006365083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1824_length_22067_cov_9.217043__full	0.14043893	0.20440754	0.012775471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012775471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1826_length_22063_cov_14.875615__full	0.0127778035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1827_length_22061_cov_37.839541__full	0.8817489	1.083474	0	0	0	0	0	0	0	0	0	0	0	0.038336907	0.0127789695	0	0	0	0	0	0	0.063894846	0	0	0	0	0.024827711	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1833_length_22007_cov_40.658983__full	0.012810541	0.025621083	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064052707	0	0	0	0	0	0.06405271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1834_length_21956_cov_29.933888__full	0.25681004	0.2760708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023296341	0	0	0	0	0
NODE_1838_length_21908_cov_27.048191__full	0.70341945	0.8865245	0	0	0	0	0	0	0	0.16711095	0	0	0.01286883	0	0	0.006434415	0	0	0	0	0	0.025278058	0	0.01286883	0	0.019303245	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1840_length_21874_cov_10.665626__full	0	0.012888971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012888971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1842_length_21859_cov_15.272564__full	0.09673408	0.14832558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1844_length_21841_cov_24.507175__full	0	0	0	0	0	0	0	0	0	0.06343645	0	0	0	0	0	0.05163432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1845_length_21821_cov_10.466486__full	0.025840987	0.077522956	0	0	0	0	0	0	0	0.010797841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1846_length_21816_cov_9.325045__full	0.8205945	0.55557096	0	0	0	0	0	0	0	0.051693898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1855_length_21753_cov_12.516302__full	0.15821877	0.5700134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1859_length_21728_cov_9.404318__full	0.2595236	0.30494022	0	0	0	0	0	0	0	0.045138568	0	0	0	0	0	0	0	0	0	0	0	0	0.01297618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1861_length_21696_cov_20.259666__full	0.012995452	0.012995452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1864_length_21695_cov_13.169522__full	2.7574844	2.185333	0.012996055	0	0	0	0	0	0	0.09097239	0	0	0.012996055	0	0	0	0.02599211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1865_length_21669_cov_8.289940__full	2.3411868	2.7577953	0	0	0	0	0	0	0	0.110599935	0.013011757	0	0	0	0.013011757	0.051117618	0	0	0	0	0	0	0	0.0065058786	0	0.06431526	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1868_length_21651_cov_24.543012__full	1.3271941	1.892191	0	0	0	0	0	0	0	0.01302265	0	0	0	0	0	0.006511325	0.006511325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1881_length_21543_cov_11.764270__full	0.5822933	0.5758893	0.013088393	0	0.013088393	0	0	0	0	0.12695742	0	0	0	0	0	0.039265182	0.013088393	0	0	0	0	0	0	0.013088393	0	0.039265182	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1882_length_21538_cov_16.432343__full	0.11127735	0.03927436	0	0	0	0	0	0	0	0.013091453	0	0	0	0	0	0.0065457267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1883_length_21530_cov_12.215156__full	0.10884004	0.117867164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039289054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1891_length_21502_cov_13.642807__full	0.11689772	0.078681156	0	0	0.006556763	0	0	0.052454103	0	0.039340578	0	0	0	0	0.013113526	0.04589734	0	0	0	0	0.013113526	0	0	0	0	0.020794304	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1892_length_21501_cov_10.176666__full	0.026228279	0.0065570697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1893_length_21496_cov_10.035052__full	0.17656703	0.31893563	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026234424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1901_length_21465_cov_16.974820__full	0.026272578	0.019704433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1908_length_21389_cov_10.322123__full	0.07909977	0.039549883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1912_length_21354_cov_15.679887__full	0.29701942	0.10564045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1920_length_21279_cov_41.511237__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1928_length_21237_cov_16.135112__full	0	0.106226586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1930_length_21237_cov_10.969297__full	0	0.013278323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1931_length_21227_cov_13.915420__full	0.07306543	0.0066423113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1941_length_21111_cov_15.823387__full	0	0	0	0	0	0	0	0	0	0.026716283	0	0	0	0	0	0.026716283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1951_length_21028_cov_8.287305__full	0.10657151	0.04023374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1954_length_21018_cov_13.711076__full	0.04025302	0.026835347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1958_length_21005_cov_14.272697__full	0	0.04027811	0	0	0	0	0	0	0	0.07897387	0	0	0	0	0	0	0.009014625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1959_length_20993_cov_10.817507__full	0	0.1612052	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0403013	0	0	0	0	0	0	0	0	0	0	0.0067168833	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1960_length_20984_cov_9.207134__full	0.073917635	0.01343957	0.02687914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1963_length_20946_cov_10.025040__full	0.70898247	0.47797653	0	0	0	0	0	0	0	0.09232545	0	0	0	0	0	0	0.011733025	0	0	0	0	0	0	0.006732064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1966_length_20918_cov_11.144003__full	0.47173536	0.5038039	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02022342	0	0	0	0	0	0	0	0.05392912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1968_length_20909_cov_9.474724__full	0.29625705	0.30348283	0	0	0	0	0	0	0	0.026976252	0	0	0.0065995473	0	0	0.013488126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1973_length_20864_cov_11.417433__full	0.013517428	0.013517428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1975_length_20848_cov_9.078076__full	0.06763939	0.040583633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013527877	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1976_length_20834_cov_11.214082__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027074067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1984_length_20771_cov_11.948142__full	0	0.09504873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1985_length_20766_cov_13.011322__full	0.83527356	0.8216919	0	0	0	0	0	0	0	0	0	0	0	0	0.013581684	0.013581684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1987_length_20763_cov_8.038328__full	0.4890118	0.76747686	0	0	0	0	0	0	0	0	0	0	0	0	0.013583661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1993_length_20696_cov_11.100597__full	0.10902365	0.027255913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2004_length_20585_cov_16.397540__full	0.013701982	0.0344507	0	0	0	0	0	0	0	0.0050893077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2011_length_20554_cov_6.721535__full	1.1252695	0.59635365	0.0411684	0	0	0	0	0	0	0	0	0	0	0	0	0.0205842	0	0	0	0	0	0	0	0	0	0.0205842	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2013_length_20530_cov_16.798297__full	0	0.012365064	0	0	0	0	0	0	0	0.035917565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2017_length_20507_cov_25.119610__full	0.20631723	0.13066758	0	0	0	0	0	0	0	0	0	0	0	0	0.006877241	0	0.020631723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2018_length_20505_cov_15.711212__full	0.45350036	1.4766396	0	0	0	0	0	0	0	0.027511667	0	0	0	0	0.013755834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2021_length_20480_cov_9.510328__full	0.29454008	0.17904575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2024_length_20445_cov_11.063256__full	0.08277901	0.041389506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2026_length_20431_cov_19.934881__full	0.0069030127	0.027612051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020709038	0	0	0	0	0	0	0.041418076	0	0.012721267	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2027_length_20419_cov_30.324163__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013814199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2028_length_20403_cov_12.194444__full	0.40078014	0.082950674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041475337	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2029_length_20403_cov_7.638002__full	0.79390705	1.3410358	0	0	0	0	0	0	0	0	0	0	0	0	0.027650224	0.03456278	0	0	0	0	0	0	0	0.013825112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2033_length_20389_cov_10.717595__full	0.1442759	0.15909877	0	0	0	0	0	0	0	0.055338703	0	0	0	0	0	0.013834676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2035_length_20355_cov_12.435525__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2036_length_20354_cov_15.381782__full	0.7032271	1.0364779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027717283	0	0.0069293207	0	0	0	0	0	0	0	0	0	0	0
NODE_2037_length_20351_cov_9.986372__full	0.0138607	0.0831642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2040_length_20328_cov_10.049039__full	0.10407374	0.069382496	0	0	0	0	0	0	0	0.34572306	0	0	0.0138765	0.027753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138765
NODE_2041_length_20320_cov_21.681124__full	0.07635102	0.11095687	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14967774	0	0	0.013882003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2043_length_20314_cov_7.540045__full	0	0.013886134	0	0	0	0	0	0	0	0.0416584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006943067	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2044_length_20305_cov_7.953925__full	0.4028777	0.41672042	0	0	0	0	0	0	0	0.12264947	0	0	0	0.013892334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2046_length_20292_cov_10.383994__full	0.15912025	0.111210406	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020851951	0	0	0	0	0.0069506504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2047_length_20279_cov_9.990733__full	0.055641115	0.013910279	0	0	0	0	0	0	0	0.013910279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2048_length_20275_cov_12.288660__full	0.048695654	0.09043478	0	0	0	0	0	0	0	0.011031056	0	0	0	0	0	0	0	0	0	0	0	0.013913044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2051_length_20222_cov_7.722258__full	2.0169888	1.3139697	0	0	0	0	0	0	0	0.03955759	0	0	0	0	0	0	0	0	0	0.027600639	0	0.0069748904	0	0	0.0697489	0.008967716	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2052_length_20212_cov_17.538806__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2054_length_20206_cov_8.808127__full	0.20243318	0.5235341	0	0	0	0	0	0	0	0.013960909	0	0	0.013960909	0	0	0.0069804545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2057_length_20194_cov_14.254342__full	0.032229096	0.13260826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2060_length_20185_cov_11.584835__full	0.14444722	0.36585975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2061_length_20179_cov_7.103038__full	0.5871486	0.99051374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2064_length_20168_cov_16.668344__full	0.8462384	1.138925	0	0	0	0	0	0	0	0	0	0	0	0	0.013987412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2065_length_20165_cov_10.970398__full	0.013989508	0.06295279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013989508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2069_length_20134_cov_15.361917__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028022418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2070_length_20131_cov_15.490665__full	0.070066564	0.07707322	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08407988	0.014013313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2071_length_20128_cov_25.591792__full	0.014015417	0	0	0	0	0	0	0	0	0.019421363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2072_length_20116_cov_341.832642__full	0.04908344	0.01402384	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012320946	0	0	0.01402384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2074_length_20112_cov_8.542947__full	0.1122132	0.01402665	0	0	0	0	0	0	0	0.021039976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2076_length_20107_cov_7.862255__full	0	0.08418099	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049105577	0.02806033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014030165	0	0	0	0	0
NODE_2080_length_20094_cov_8.897774__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2082_length_20091_cov_10.101841__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2083_length_20088_cov_41.452999__full	0	0	0	0	0	0	0	0	0	0.08065002	0	0	0	0	0	0.042130604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2085_length_20074_cov_9.143029__full	0.070267014	0.04918691	0	0	0	0	0	0	0	0.0140534025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2087_length_20072_cov_10.295799__full	0.12990664	0.27406886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2091_length_20029_cov_9.961465__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140852155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2098_length_19953_cov_15.410849__full	0.19088016	0.18381053	0	0	0	0	0	0	0	0.10271171	0	0	0	0	0	0.028278545	0	0	0	0	0	0	0	0	0.0070191384	0.007069636	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2100_length_19949_cov_7.209521__full	0.014142129	0.16263448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2104_length_19919_cov_27.342785__full	0.49572563	0.64444333	0	0	0	0	0	0	0	0.028327178	0	0	0	0	0.014163589	0	0	0	0	0	0	0	0	0	0	0	0.028327178	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2105_length_19918_cov_19.865029__full	0.049524482	0.056657225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014164306	0	0	0	0	0	0	0	0	0
NODE_2108_length_19884_cov_13.354359__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2112_length_19866_cov_7.575707__full	0.056806654	0.056806654	0	0	0	0	0	0	0	0.028403327	0	0	0.014201663	0	0	0	0.07100832	0	0	0	0	0	0	0	0	0.028403327	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2113_length_19862_cov_136.257147__full	0	0	0	0	0	0	0	0	0	0.061891235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2114_length_19859_cov_8.506275__full	0.21041149	0.4759247	0	0.0142067075	0	0	0.028413415	0	0	0	0	0	0	0	0	0.03551677	0	0	0	0	0	0	0	0	0	0	0.018468719	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2127_length_19798_cov_11.493528__full	1.4727199	1.6522801	0	0	0	0	0	0	0	0.014149023	0	0	0	0	0.014250814	0.07110138	0.007125407	0	0	0.014149023	0	0	0	0.028501628	0	0.080822475	0.028094463	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2128_length_19794_cov_14.136227__full	0.007126858	0.48457545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2133_length_19774_cov_9.160762__full	0.35665512	0.22829188	0	0.03567061	0	0	0	0.04280473	0	0	0	0	0	0	0	0.02792499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2136_length_19749_cov_10.644326__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2137_length_19737_cov_9.625318__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2138_length_19734_cov_7.774281__full	0	0.007148693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2139_length_19730_cov_14.795629__full	0.05005107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007150153	0	0.014300306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2147_length_19679_cov_7.391011__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2148_length_19662_cov_9.839442__full	0.04305043	0.021525215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056631815	0	0.057400573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2149_length_19662_cov_9.428411__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2152_length_19654_cov_8.982306__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2166_length_19596_cov_12.432733__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2169_length_19588_cov_10.391349__full	0	0	0	0	0	0	0	0	0	0.028809547	0	0	0	0	0	0.07202387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2171_length_19561_cov_17.774073__full	0.07212406	0.028849622	0	0	0	0	0	0	0	0.014424811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2175_length_19537_cov_9.567805__full	0	0.050549336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2177_length_19532_cov_32.954768__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057785574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2179_length_19521_cov_12.088817__full	0	0.021681895	0	0	0	0	0	0	0	0	0	0	0	0	0.0049558617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2181_length_19517_cov_11.134051__full	0	0.05783033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2182_length_19511_cov_12.774109__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
