"","T0.E.Dry.soil.A","T0.E.Dry.soil.B","T0.E.Dry.soil.C","T1.E.H218O.A","T1.E.H218O.B","T1.E.H218O.C","T1.E.H218O.P.A","T1.E.H218O.P.B","T1.E.H218O.P.C","T1.E.H2O.A","T1.E.H2O.B","T1.E.H2O.C","T1.E.H2O.P.A","T1.E.H2O.P.B","T1.E.H2O.P.C","T2.E.H218O.A","T2.E.H218O.B","T2.E.H218O.C","T2.E.H218O.P.A","T2.E.H218O.P.B","T2.E.H218O.P.C","T2.E.H2O.A","T2.E.H2O.B","T2.E.H2O.C","T2.E.H2O.P.A","T2.E.H2O.P.B","T2.E.H2O.P.C","T3.E.H218O.A","T3.E.H218O.B","T3.E.H218O.C","T3.E.H218O.P.A","T3.E.H218O.P.B","T3.E.H218O.P.C","T3.E.H2O.A","T3.E.H2O.B","T3.E.H2O.C","T3.E.H2O.P.A","T3.E.H2O.P.B","T3.E.H2O.P.C"
"NODE_296_length_20311_cov_113.814764__full",0.0324334625381545,0.0316075370602451,0.0975818688004061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_303_length_19996_cov_95.663919__full",0.0101646163287986,0.0130898937824382,0,0,0,0,0,0,0,0.0184549006721859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_316_length_19168_cov_58.553464__full",0.011951120373542,0.00991012321484495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163874001385783,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_317_length_19164_cov_64.226226__full",0.008261433451793,0.0107617477055926,0.0344894651696859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_319_length_19084_cov_76.022544__full",0.0184074365890772,0.0208016483955031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_322_length_18930_cov_48.885827__full",0.00606225121374631,0.00723274954964334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_327_length_18692_cov_50.756414__full",0.00660639832534639,0.00871332944929135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_328_length_18683_cov_80.042510__full",0.025579732758061,0.0268215500035486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_329_length_18624_cov_48.897922__full",0.00179419369540435,0.00132971672004223,0,0,0,0,0,0,0,0.0501348642832419,0,0,0,0,0,0.0164642035471796,0.0474820685160448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_330_length_18583_cov_39.786410__full",0.183113247055186,0.15097409452581,0.017788278648958,0,0,0,0,0,0,0.0156717830804852,0.316672610908759,0,0.332790656889275,0,0.163977319015651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_333_length_18543_cov_77.222837__full",0.0249909148103279,0.0266575815026031,0.10696178617516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_335_length_18488_cov_54.627223__full",0.00674612861018551,0.0122869723571731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_337_length_18345_cov_60.507618__full",0.00956734863856653,0.00436799180505875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_341_length_18139_cov_42.655266__full",0.0024033479084975,0.000401637416841659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_346_length_17954_cov_44.296220__full",0.0539046786253348,0.0457847345723184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_350_length_17655_cov_44.908464__full",0.0157531987731313,0.015761451897431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_352_length_17644_cov_118.953092__full",0.00772356245061562,0.00946128368614739,0,0,0,0,0,0,0,0.0208422683508113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_359_length_17397_cov_73.579142__full",0.0138640885065224,0.0131120901844049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_360_length_17385_cov_47.929538__full",0.00576952732972095,0.00427592498994465,0,0,0,0,0,0,0,0.247090522978355,0,0,0,0,0,0,0,0,0,0,0,0.243318163563648,0,0.0184776517349504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_361_length_17377_cov_34.642956__full",0.011628067960505,0.0168599998773811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_363_length_17338_cov_35.200998__full",0.00176074461058717,0.00310521976363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_379_length_16977_cov_37.073468__full",0.00536007592391022,0.00171749101046048,0,0,0,0,0,0,0,0.0270611496654172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_380_length_16972_cov_40.033900__full",0.00239812608580564,0.00395140358132902,0,0,0,0,0,0,0,0.0327004789457582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_385_length_16893_cov_94.758366__full",0.0199942446204252,0.018823821509651,0.0391675740981503,0,0,0,0,0,0,0.0689866180915683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
