"","T0.E.Dry.soil.A","T0.E.Dry.soil.B","T0.E.Dry.soil.C","T1.E.H218O.A","T1.E.H218O.B","T1.E.H218O.C","T1.E.H218O.P.A","T1.E.H218O.P.B","T1.E.H218O.P.C","T1.E.H2O.A","T1.E.H2O.B","T1.E.H2O.C","T1.E.H2O.P.A","T1.E.H2O.P.B","T1.E.H2O.P.C","T2.E.H218O.A","T2.E.H218O.B","T2.E.H218O.C","T2.E.H218O.P.A","T2.E.H218O.P.B","T2.E.H218O.P.C","T2.E.H2O.A","T2.E.H2O.B","T2.E.H2O.C","T2.E.H2O.P.A","T2.E.H2O.P.B","T2.E.H2O.P.C","T3.E.H218O.A","T3.E.H218O.B","T3.E.H218O.C","T3.E.H218O.P.A","T3.E.H218O.P.B","T3.E.H218O.P.C","T3.E.H2O.A","T3.E.H2O.B","T3.E.H2O.C","T3.E.H2O.P.A","T3.E.H2O.P.B","T3.E.H2O.P.C"
"NODE_135_length_33252_cov_43.910687__full",0.0148939645662654,0.0161560813202976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_136_length_33176_cov_52.261239__full",0.00713201768370749,0.0105090235291521,0,0,0,0,0,0,0,0.116976739358127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_141_length_32564_cov_48.668258__full",0.0108685721317064,0.0106969327668387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_144_length_31859_cov_48.756927__full",0.0023626745542761,0.00163437149737329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_154_length_30541_cov_44.779548__full",0.00326348127600868,0.00332457770586447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_155_length_30280_cov_66.805142__full",0.0402519479421109,0.0404559951701865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_157_length_30222_cov_65.639943__full",0.0630797961998407,0.0653245838316998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_161_length_29821_cov_55.090135__full",0.0160021597313717,0.00895300569197403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_170_length_28064_cov_39.625031__full",0.00340445895966857,0.00346724860171995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_174_length_27804_cov_79.409926__full",0.0500565870822496,0.0557833162032411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_176_length_27775_cov_109.787758__full",0.0642249140818163,0.0732320765459211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_177_length_27738_cov_319.613734__full",0.0244228871860664,0.0265950538099203,0,0,0,0,0,0,0,0.392285487828236,0,0,0,0,0,0.198091000934411,0.450547093858322,0,0,0,0,0.935593823306946,0,0.656866880971417,0,0.406799343182066,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_184_length_27060_cov_32.708802__full",0.00786511205603225,0.0103997538574195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_185_length_27059_cov_39.220697__full",0.0037729917107636,0.00348167259886314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_191_length_26749_cov_65.791557__full",0.00341022923432586,0.00267670792796523,0,0,0,0,0,0,0,0.158049987310953,0,0,0,0,0,0.0418536112607928,0.189718125902959,0,0,0,0,0.174833269006057,0,0.132127494987281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_193_length_26363_cov_96.363197__full",0.0257892006455327,0.0267285036773689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_209_length_25605_cov_67.207324__full",0.00350728155653991,0.00311084663668736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_211_length_25387_cov_46.730979__full",0.00688793700093268,0.00805165114574359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_216_length_25197_cov_95.543549__full",0.00063290623894081,0.00195905485044224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_219_length_24563_cov_122.295209__full",0.0192500597423281,0.0263066739856797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_221_length_24520_cov_30.003644__full",0.0182787243418829,0.0201521406975722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_222_length_24508_cov_52.059732__full",0.00537128614620583,0.00526329939288128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_228_length_23769_cov_181.862273__full",0.108870576804961,0.09038038399699,0,0,0,0,0,0,0,0.076233675165433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_229_length_23768_cov_53.137648__full",0.0116771373237557,0.0117929488809891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_232_length_23612_cov_55.262791__full",0.0118398962090066,0.0104895581980807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_233_length_23503_cov_64.863186__full",0.0179427964836815,0.0184083746382251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_240_length_23296_cov_33.517869__full",0.0807402171245878,0.0832757394253303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_243_length_23154_cov_71.475342__full",0.0224512795736143,0.0192215866065085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_257_length_22562_cov_41.488047__full",0.00674386027544261,0.00363684376928634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_258_length_22493_cov_45.215415__full",0.0147060415354686,0.0153633069690959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_259_length_22489_cov_38.213845__full",0.00235928615462407,0.00574315515495433,0,0,0,0,0,0,0,0.0321189572890178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_262_length_22258_cov_88.950043__full",0.0563130744947806,0.0558042089988054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_263_length_22225_cov_92.318133__full",0.0111163369540913,0.011648458096924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_264_length_22221_cov_46.933369__full",0.00293361438847632,0.0033263958394178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_265_length_22172_cov_68.576813__full",0.00300277759884778,0.00470284297842132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_268_length_22112_cov_159.901831__full",0.0505839203530027,0.0358700822799645,0,0,0,0,0,0,0,0,0,0,0,0,0.154831907500159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
