"","T0.E.Dry.soil.A","T0.E.Dry.soil.B","T0.E.Dry.soil.C","T1.E.H218O.A","T1.E.H218O.B","T1.E.H218O.C","T1.E.H218O.P.A","T1.E.H218O.P.B","T1.E.H218O.P.C","T1.E.H2O.A","T1.E.H2O.B","T1.E.H2O.C","T1.E.H2O.P.A","T1.E.H2O.P.B","T1.E.H2O.P.C","T2.E.H218O.A","T2.E.H218O.B","T2.E.H218O.C","T2.E.H218O.P.A","T2.E.H218O.P.B","T2.E.H218O.P.C","T2.E.H2O.A","T2.E.H2O.B","T2.E.H2O.C","T2.E.H2O.P.A","T2.E.H2O.P.B","T2.E.H2O.P.C","T3.E.H218O.A","T3.E.H218O.B","T3.E.H218O.C","T3.E.H218O.P.A","T3.E.H218O.P.B","T3.E.H218O.P.C","T3.E.H2O.A","T3.E.H2O.B","T3.E.H2O.C","T3.E.H2O.P.A","T3.E.H2O.P.B","T3.E.H2O.P.C"
"NODE_577_length_13983_cov_41.338519__full",0.00718770388110567,0.00531856497607337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_582_length_13877_cov_28.006314__full",0.0568298144487615,0.0602199480977484,0.0716597957191968,0,0,0,0,0,0,0.0342314899438607,0,0,0,0,0.110096670977533,0.034438673248326,0.033776809444903,0,0,0,0,0,0,0.0463994061733056,0,0.0324340526116552,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_584_length_13843_cov_25.647192__full",0.0144186426176917,0.0158105327300895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00813016971222237,0.0128121481827491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_585_length_13830_cov_45.707960__full",0.00895286945922497,0.0147632258743261,0,0,0,0,0,0,0,0.00479927497746477,0,0,0,0,0,0,0.0512972952252471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_586_length_13827_cov_58.678176__full",0.0497197194030189,0.0636949519705893,0.0347621899649173,0,0,0,0,0,0,0.0112807705118292,0,0,0,0,0,0.00813968096451214,0,0,0,0,0,0,0,0.081329489412659,0,0,0.374193491666285,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_588_length_13770_cov_33.774267__full",0.0128430249416669,0.0183445474677429,0,0,0,0,0,0,0,0.01205104273175,0,0,0,0.194674843627583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_590_length_13733_cov_30.191433__full",0.00720935064608498,0.0100912625757355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154369006484482,0,0.0234456538173938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_599_length_13576_cov_31.710915__full",0.0113104177169774,0.00839496925817211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016583706893711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_618_length_13154_cov_21.730448__full",0.00121904051897498,0.00133344598393184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_619_length_13137_cov_24.233548__full",0.0129831303314163,0.0131293838702897,0,0,0,0,0,0,0,0.0202214761735711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_625_length_13054_cov_30.793748__full",0.00915382759152961,0.00503917384310495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_626_length_13052_cov_45.539875__full",0.305415822185445,0.296838939603797,0.355795902928349,0,0,0,0,1.0174334964104,0,0.219576327316528,0,0,0.158485255680892,0,0.44909356830634,0.0431430873025077,0.0543905608714074,0.126401853681665,0,0,0,0.0771955694482985,0,0.172782225190756,0,0.173772443122711,0.396670644694151,2.27574398367703,0,0,0,0,0,0,0,0,0,0,0
"NODE_631_length_13010_cov_29.215088__full",0.0120483511896953,0.0119106667066438,0,0,0,0,0,0,0,0.00510529428356968,0,0,0,0,0,0.00834762639335661,0.0272840984219703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_633_length_12973_cov_41.196365__full",0.0165881952735821,0.0147437460931442,0,0,0,0,0,0,0,0.00230401137963079,0,0,0,0,0.0589291492298074,0.0053330913987554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_636_length_12916_cov_20.746118__full",0.032155324923555,0.0373817093775106,0.0513694719182518,0,0,0,0,0,0,0.0943719590246803,0,0,0,0,0,0.00872054048143996,0,0,0,0,0,0,0,0,1.26462732336408,0.0174378129825926,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_641_length_12810_cov_22.461254__full",0,0.00091311910374064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_643_length_12800_cov_22.300449__full",0.0094556196676425,0.0118799323536393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_646_length_12786_cov_21.050051__full",0,0.00182970695652055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_649_length_12771_cov_54.091146__full",0.00605016787403877,0.00744201852789545,0,0,0,0,0,0,0,0.0207707288487543,0,0,0,0,0,0,0.0417011519966312,0,0,0,0,0.0415338377154417,0,0.0504654683489601,0,0.0705526122204414,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_650_length_12763_cov_32.235155__full",0.0574151181040585,0.0692448544434031,0,0,0,0,0,0,0,0.0278481990826887,0,0,0,0.201208040655086,0.149775728379854,0,0,0,0,0,0,0.0151397811596065,0,0.100994947625873,0,0,0.405759498006709,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_652_length_12742_cov_48.641462__full",0.0472342726204421,0.0415302989610739,0,0,0,0,0,0,0,0,0,0,0,0,0.120020408554969,0,0,0,0,0,0,0,4.06633291585909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_653_length_12718_cov_95.758301__full",0.00800125887431347,0.00896233375441412,0,0,0,0,0,0,0,0.005055997446754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_654_length_12692_cov_33.034781__full",0.013529140615046,0.0181585126158257,0,0,0,0,0,0,0,0.0157042150248543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_655_length_12689_cov_24.714456__full",0.0110334350631609,0.0141450501446864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133176191160041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_662_length_12612_cov_32.609206__full",0.000693850513682164,0.000927627117955209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_663_length_12603_cov_37.730886__full",0.00601523751598914,0.0125295298486858,0,0,0,0,0,0,0,0,0,0,0,0,0.0606800408032924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_666_length_12563_cov_36.544769__full",0.00602964508560046,0.0118739324613058,0,0,0,0,0,0,0,0.201006177936849,0,0,0,0,0,0.0179370687948512,0,0,0,0,0,0.105574507600915,0,0.0897944228199741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_668_length_12542_cov_39.252592__full",0.0141746978126561,0.00917624648212395,0,0,0,0,0,0,0,0.0290260309782565,0,0,0,0,0,0.00898373323704107,0,0,0,0,0,0,0,0.0770970738904471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_673_length_12478_cov_33.259876__full",0.0150465367385848,0.00871567914048304,0,0,0,0,0,0,0,0.0415397342778426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_676_length_12417_cov_74.649131__full",0.0554925335329005,0.0421350051233727,0,0,0,0,0,0,0,0.0299334712245551,0,0,0,0,0.123200212570403,0.018150553508325,0.0572060800712614,0,0,0,0,0,0,0.0259608965816871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_677_length_12380_cov_46.668105__full",0.0143102739444327,0.0149657648168013,0.0536208254021882,0.622475307952604,0,0,0,0,0,0.0316345145724335,0,0,0,0,0,0.00910273283151788,0.0143447874189697,0,0,0,0,0,0,0,0,0.0364041089160345,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_683_length_12326_cov_30.622557__full",0.0638499378436289,0.0547872329251018,0.376433384030331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840644667831049,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_684_length_12326_cov_26.093809__full",0.00777105120577152,0.00403501770105757,0,0,0,0,0,0,0,0.00504545527693269,0,0,0,0,0,0.0182862063425876,0.0144084057961244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_686_length_12319_cov_35.375450__full",0.00460254692538623,0.00700597034027825,0.0538896096461061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_689_length_12308_cov_52.304693__full",0.0253661195701675,0.0194867481995358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_692_length_12296_cov_34.894154__full",0.00575454372084563,0.00826842344711762,0,0,0,0,0,0,0,0.0810811177294941,0,0,0,0,0,0.0274970574061266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_703_length_12154_cov_27.637080__full",0.023841856473916,0.0174547323669432,0,0,0,0,0,0,0,0.0273467519587325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037089491991289,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_707_length_12110_cov_34.423279__full",0.0277243189087534,0.0311509311131984,0,0,0,0,0,0,0,0,0.976124743860426,0,0.170967945824225,0,0.12636262047763,0.0742663722652189,0.0880117416306427,0,0,0,0,0,0,0.0266272835527482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_710_length_12099_cov_24.552167__full",0.010492769303939,0.00858613978259647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_711_length_12067_cov_21.091995__full",0.000241860780210915,0.000485025082694763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_713_length_12048_cov_25.474433__full",0.00868455570223071,0.0106875918025142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00935673400069499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_714_length_12029_cov_602.572758__full",0.42528540345796,0.38333901476983,0.662462487590952,0,0,0,0,0,0,0.548110856896758,0.491390362255761,0,0.344267477537489,0.223206607269668,0.477090993315296,0.173376448020471,0.776830785530193,0.272599389109714,7.93843747105726,0,0,0.750178932370706,0,0.238215781231658,0,0.186060309967575,0,0,0,0,0,0,0,0.163980612712393,0,0,0,0,0
"NODE_719_length_11972_cov_21.724333__full",0.0225910843853346,0.0152412922998519,0,0,0,0,0,1.66557180283619,0,0,0,0,0,0,0.0639188393774311,0,0,0,0,0,0,0.0224871897010828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_722_length_11957_cov_40.533985__full",0.0779421403691953,0.118730995156472,0.0555418541213665,0,0,0,0,0,0,0.00524285764131567,0,1.37601985085444,0,0.224567740093383,0.0640000419061074,0.00942884887059771,0,0,0,0,0,0,0,0.0809170010821566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_724_length_11927_cov_80.707643__full",0.0178473681063261,0.0193117449748783,0.0278416684468044,0,0,0,0,0,0,0,0,0,0,0,0.0641630730722257,0,0,0,0,0,0,0,0,0.0270410400457358,0,0.0378043853510286,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_735_length_11784_cov_22.889174__full",0.00557424260771558,0.00614198027063632,0.112735549880058,0,0,0,0,0,0,0,0,0,0,0,0,0.00956905813623068,0.0301593174939096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_736_length_11776_cov_24.714653__full",0.15400188406735,0.137219416182129,0.169219686431326,0,0,0,0,0,0,0.0112943545759808,0,0,0,0,0.194989295807051,0.0478782134821673,0,0,0,0,0,0,0,0,0,0.0382953939343363,0.440206832571103,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_738_length_11751_cov_44.345434__full",0.0657182701392878,0.0672815313399475,0,0,0,0,0,0,0,0.0282967337057135,0,0,0.176258659583852,0,0.130272993569151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_741_length_11711_cov_40.055632__full",0.00454720824559978,0.00499067782706372,0,0,0,0,0,0,0,0.0098164319379594,0,0,0,0,0,0,0,0,0,0,0,0.0453419736433038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_742_length_11700_cov_296.045513__full",0.0314418916483393,0.0333710884173973,0.0567777187490087,0,0,0,0,0,0,0.00568433585734302,0,0,0,0,0,0,0.0759466457251998,0,0,0.80459138791584,0,0,0,0,0,0.0770947587796447,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_746_length_11654_cov_54.401731__full",0.00137799040120843,0.00364087947873483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_757_length_11516_cov_41.353683__full",0.0297899796511402,0.0390030571966688,0,0,0,0,0,0,0,0,0.513569070272449,0,0.719611705660377,0,0,0.00972472587059645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_758_length_11494_cov_24.832119__full",0.00012703874813599,0.00203809747126585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_760_length_11463_cov_96.938754__full",0.0387001284286024,0.0392870534766567,0.0579671773833518,0,0,0,0,0,0,0,0,0,0.0903728734367545,0.234373847083435,0.0667947053695152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_761_length_11449_cov_30.839736__full",0.012832818670576,0.0134639080582934,0.0580389996398629,0,0,0,0,0,0,0.0507598278395107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_768_length_11392_cov_35.279022__full",0.00640956912637232,0.00642684149295619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283279065058934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_770_length_11374_cov_31.172594__full",0.0127745806480609,0.0187826799805929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147007890639387,0,0,0,0,0,0,1.14048607899795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_771_length_11364_cov_27.420328__full",0.0218891729247754,0.0126280620561235,0,0,0,0,0,0,0,0.0351279190626056,0,0,0,0,0.0673843891783275,0.0148911739426669,0.0312888807775848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_774_length_11330_cov_33.944083__full",0.0203619575758271,0.02813118623067,0.175970304024038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831219207500273,0,0.046887168719661,0,0.028485001697626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_781_length_11287_cov_29.090543__full",0.00517599895369612,0.00843366458994295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_785_length_11244_cov_34.292149__full",0.0226910131981121,0.0470645468034003,0.236445889993504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948819699782362,0,0,0,0,0,0,0.0861174567794558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_787_length_11240_cov_37.905305__full",0.0007314236937589,0.00234444342760748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_790_length_11233_cov_34.149542__full",0.00130030456845978,0.00717094745894068,0,0,0,0,0,0,0,0.00592385508118185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_791_length_11230_cov_26.191897__full",0.0103402208072863,0.0113722896482551,0.0591861626330941,0,0,0,0,0,0,0.0172261552080204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_799_length_11174_cov_27.032325__full",0.000784358222825877,0.00144186516344299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_804_length_11125_cov_27.977780__full",0.0860999896911515,0.0861457894196914,0.119504812779758,0,0,0,0,0,0,0,0,0,0.186312227987641,0,0,0,0,0,0,0,0,0,0,0.0277734795157461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_806_length_11117_cov_19.807951__full",0.0145128336841191,0.0125171925507222,0,0,0,0,0,0,0,0.00543062198638514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_809_length_11067_cov_86.828319__full",0.00946777763716891,0.0189279644885879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101975287826291,0,0,0,0,0,0,0,0,0,0,0,2.69917453774608,0,0,0,0,0,0,0,0,0,0,0
"NODE_812_length_11039_cov_28.817367__full",0.0123073351899541,0.00646172436948665,0.0301121625878639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877387257446253,0,0,0,0,0,0,0,0,0,0.178889312910584,0,0,0,0,0
"NODE_817_length_11003_cov_27.830246__full",0.0135935024002157,0.0171755675846352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_818_length_10998_cov_29.086797__full",0.00265694610633828,0.000532821197309647,0,0,0,0,0,0,0,0.00808398718032851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236577092705192,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_822_length_10966_cov_31.903285__full",0.0011991630468601,0.00106784087572551,0,0,0,0,0,0,0,0.00554979587009695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_823_length_10960_cov_28.583556__full",0.00333285736150487,0.00975053072345154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_824_length_10958_cov_36.607515__full",0.0015981626752103,0.00239988416678254,0,0,0,0,0,0,0,0.00906848304400982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_825_length_10957_cov_26.610057__full",0.0317261808187672,0.0382584399032007,0.121362579548548,0,0,0,0,0,0,0.00841841430450197,0,0,0,0,0,0,0.127549878828971,0,0,0,0,0,0,0,0,0.032075257544413,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_826_length_10939_cov_28.777675__full",0.0010685903040158,0.00348227723277489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_834_length_10868_cov_21.280899__full",0.00134458630015793,0.00107856765726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_844_length_10746_cov_29.284587__full",0.00176808777301318,0.00130139047796206,0,0,0,0,0,0,0,0.00619611927867607,0,0,0,0,0,0.0105064568175083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_845_length_10740_cov_22.961752__full",0.0146970509583927,0.0121401984556399,0,0,0,0,0,0,0,0.00557966683629016,0,0,0,0,0,0,0,0,0,0,0,0.19799756598882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_849_length_10693_cov_27.298754__full",0.00660995996911588,0.0129647847252334,0,0.361039219685965,0,0,0,0,0,0.0103194721113321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_851_length_10685_cov_39.031457__full",0.0110559073883435,0.0045263753382739,0,0,0,0,0,0,0,0.0390835189145434,0,0,0,0,0,0.0634037524076257,0,0,0,0,0,0.0444266199876335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_855_length_10645_cov_28.329983__full",0.0707734542246912,0.0655029704465293,0,0,0,0,0,0,0,0,0,0,0,0,0.0720008078530275,0.0106075670513328,0,0,0,0,0,0,0,0,0,0.0618153784734214,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_867_length_10551_cov_26.224550__full",0.00277113261146325,0.00263967023030545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_878_length_10517_cov_86.144270__full",0.0503408639001558,0.0452296480253716,0,0,0,0,0,0,0,0,0,0,0,0,0.0728897932418295,0.0214770752312201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_893_length_10419_cov_27.283333__full",0.0137571012569451,0.0230552876380139,0,0,0,0,0,0,0,0.0191802751132986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_894_length_10413_cov_22.617704__full",0.00364790348757357,0.00562890742013484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433812948520368,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_895_length_10409_cov_28.425121__full",0.00743611618150533,0.00704164446357679,0,0,0,0,0,0,0,0.0817327673255174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433982101172103,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_899_length_10389_cov_30.284548__full",0.001688986238335,0.00197579406494193,0,0,0,0,0,0,0,0.0128243155777208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311028746339846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_901_length_10365_cov_47.067407__full",0.0348738555564242,0.0309038971838651,0.064198012251482,0,0,0,0,0,0,0.0321361164524413,0,0,0,0,0,0,0.0343488497821721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_904_length_10332_cov_21.597967__full",0.00789573086930486,0.00567672799672259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_905_length_10330_cov_22.909198__full",0.0127569916864744,0.00823185847450322,0,0,0,0,0,0,0,0.0451452454587013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_911_length_10261_cov_37.736272__full",0.00840829093580298,0.00714573758963232,0,0,0,0,0,0,0,0.0129866647584902,0,0,0,0,0,0.0110104263562649,0,0,0,0,0,0,0,0.0314966203191115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_916_length_10211_cov_21.765526__full",0.00154084223918541,0.00258524997858096,0,0,0,0,0,0,0,0.0195768070133925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_923_length_10160_cov_92.242222__full",0.0323641813612004,0.0352178920222237,0.0655127558257439,0,0,0,0,0,0,0.013117698583251,0,0,0,0,0.0754893617535761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_924_length_10155_cov_31.296738__full",0.00864038617260507,0.00562860056171564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85767736289004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_929_length_10098_cov_26.105411__full",0.0109446307255906,0.00448116094234022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_933_length_10079_cov_75.814830__full",0.0256291901963699,0.0214736002115817,0,0,0,0,0,0,0,0.00661235607924314,0,0,0,0,0,0,0.035338251635719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_944_length_10004_cov_31.511863__full",0.00848238300822561,0.0042285291433922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_2_length_111924_cov_185.591093__full",0.00381639497229039,0.000904219280648422,0,0,0,0,0,0,0,0,0,0,0,0,0.00676050385433636,0.00946195854096098,0.00623342215152845,0,0,0,0,0.00468980795382877,0.100617598242265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_22_length_54026_cov_83.662915__full",0.000213991772097468,0.00064370525603664,0,0,0.123082892991131,0,0,0,0,0,0,0,0,0,0,0,0,0.0535716976678543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_27_length_51300_cov_124.176149__full",0.0467771778470783,0.0943684493666742,0.0384623266618812,0,0,0,0,0,0,0.0250935941211097,0,0,0.119928251705298,0.207348687347436,0,0.0275945256756097,0.00685969675432368,0,0,0,0,0.0256206530623686,0.625650847219743,0.0560344293171515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_29_length_49884_cov_80.149181__full",0.000115906820240704,0.000174328745104238,0,0,0,0,0,0,0,0.00132010452686121,0,0,0,0,0,0.00335765534928713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_33_length_47919_cov_82.454015__full",0.000693448542037083,0.000755169022234668,0,0,0,0,0,0.412200175131956,0,0.0104749503578872,0,0,0,0,0,0.00932206456765582,0.0220356399502105,0,0,0,0,0.0329208416102258,0,0,0,0.0184076262894405,0.214274721364435,0,0,0,0,0,0,0,0,0,0,0,0
"NODE_76_length_33464_cov_142.511854__full",0.034785729578173,0.0370693124373731,0.0196848981997622,0,0,0,0,0.394036352773405,0,0.00571522000671679,0,0,0,0,0.079389139573483,0.00835432705111263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597209961255028
